499.9038,0.5458
499.9221,0.6852
499.9403,0.5664
499.9585,0.5707
499.9767,0.4145
499.9949,0.5109
500.0132,0.5796
500.0314,0.5594
500.0496,0.4380
500.0678,0.3820
500.0860,0.4758
500.1043,0.4014
500.1225,0.4011
500.1407,0.4358
500.1589,0.3093
500.1771,0.3711
500.1954,0.5279
500.2136,0.6153
500.2318,0.6423
500.2500,0.8240
500.2682,0.7342
500.2865,0.7723
500.3047,0.7610
500.3229,0.7039
500.3411,0.3123
500.3593,0.5363
500.3775,0.8604
500.3958,0.7246
500.4140,0.6478
500.4322,0.6916
500.4504,0.7224
500.4686,0.6184
500.4869,0.4447
500.5051,0.4892
500.5233,0.4458
500.5415,0.4221
500.5597,0.5299
500.5780,0.6068
500.5962,0.5397
500.6144,0.3056
500.6326,0.3391
500.6508,0.3733
500.6691,0.4622
500.6873,0.4856
500.7055,0.6319
500.7237,0.3768
500.7419,0.7182
500.7602,0.6920
500.7784,0.7758
500.7966,0.7339
500.8148,0.6050
500.8330,0.6185
500.8513,0.6208
500.8695,0.6315
500.8877,0.3327
500.9059,0.5793
500.9241,0.7817
500.9424,0.6475
500.9606,0.4921
500.9788,0.3132
500.9970,0.2983
501.0152,0.4623
501.0335,0.4246
501.0517,0.4857
501.0699,0.6619
501.0881,0.5990
501.1063,0.3599
501.1246,0.3867
501.1428,0.3362
501.1610,0.1741
501.1792,0.2960
501.1974,0.3589
501.2157,0.3558
501.2339,0.2409
501.2521,0.3262
501.2703,0.3412
501.2885,0.4708
501.3067,0.4916
501.3250,0.5289
501.3432,0.6418
501.3614,0.7579
501.3796,0.6823
501.3978,0.5657
501.4161,0.5447
501.4343,0.4571
501.4525,0.4331
501.4707,0.4386
501.4889,0.4046
501.5072,0.3736
501.5254,0.5297
501.5436,0.9710
501.5618,0.9369
501.5800,0.7194
501.5983,0.7013
501.6165,0.8571
501.6347,0.8967
501.6529,0.6324
501.6711,0.2279
501.6894,0.3397
501.7076,0.5056
501.7258,0.3362
501.7440,0.3051
501.7622,0.5095
501.7805,0.5538
501.7987,0.5494
501.8169,0.6580
501.8351,0.7716
501.8533,0.8108
501.8716,0.6329
501.8898,0.5435
501.9080,0.3550
501.9262,0.3376
501.9444,0.4775
501.9627,0.7292
501.9809,0.4714
501.9991,0.3758
502.0173,0.4404
502.0355,0.8068
502.0538,0.4514
502.0720,0.3585
502.0902,0.4024
502.1084,0.2713
502.1266,0.3350
502.1448,0.3556
502.1631,0.3637
502.1813,0.4436
502.1995,0.5956
502.2177,0.5559
502.2359,0.3512
502.2542,0.3175
502.2724,0.3778
502.2906,0.6320
502.3088,0.5171
502.3270,0.2872
502.3453,0.5929
502.3635,0.9221
502.3817,0.6157
502.3999,0.5201
502.4181,0.3989
502.4364,0.3343
502.4546,0.6975
502.4728,0.7056
502.4910,0.7051
502.5092,0.6771
502.5275,0.5609
502.5457,0.4867
502.5639,0.4835
502.5821,0.4864
502.6003,0.3804
502.6186,0.3170
502.6368,0.4340
502.6550,0.6997
502.6732,0.9327
502.6914,0.7297
502.7097,0.5965
502.7279,0.2339
502.7461,0.5091
502.7643,0.6416
502.7825,0.7007
502.8008,0.7094
502.8190,0.4099
502.8372,0.4971
502.8554,0.3702
502.8736,0.3018
502.8919,0.4084
502.9101,0.6013
502.9283,0.5486
502.9465,0.4403
502.9647,0.4198
502.9830,0.4275
503.0012,0.3348
503.0194,0.4806
503.0376,0.6231
503.0558,0.3164
503.0740,0.3623
503.0923,0.6101
503.1105,0.4600
503.1287,0.5551
503.1469,0.4152
503.1651,0.4084
503.1834,0.6299
503.2016,0.7080
503.2198,0.7265
503.2380,0.4284
503.2562,0.6829
503.2745,0.6787
503.2927,0.5614
503.3109,0.3222
503.3291,0.3566
503.3473,0.3849
503.3656,0.4310
503.3838,0.4014
503.4020,0.2972
503.4202,0.4278
503.4384,0.6039
503.4567,0.5213
503.4749,0.4407
503.4931,0.3877
503.5113,0.5913
503.5295,0.5521
503.5478,0.5464
503.5660,0.6414
503.5842,0.8514
503.6024,0.6085
503.6206,0.4159
503.6389,0.5754
503.6571,0.5174
503.6753,0.6000
503.6935,0.6812
503.7117,0.8385
503.7300,0.9064
503.7482,0.8607
503.7664,0.8428
503.7846,0.7080
503.8028,0.5890
503.8211,0.5960
503.8393,0.6571
503.8575,0.7462
503.8757,0.5615
503.8939,0.5375
503.9122,0.8534
503.9304,1.3736
503.9486,0.9627
503.9668,0.3705
503.9850,0.3097
504.0032,0.2404
504.0215,0.2774
504.0397,0.5227
504.0579,0.6080
504.0761,0.6531
504.0943,0.5667
504.1126,0.6003
504.1308,0.6029
504.1490,0.3320
504.1672,0.5048
504.1854,0.9979
504.2037,1.1314
504.2219,0.9975
504.2401,0.8852
504.2583,0.9077
504.2765,0.9179
504.2948,0.7129
504.3130,0.7853
504.3312,0.7099
504.3494,0.7700
504.3676,0.4163
504.3859,0.2344
504.4041,0.2691
504.4223,0.4152
504.4405,0.6087
504.4587,0.5401
504.4770,0.5094
504.4952,0.3545
504.5134,0.5243
504.5316,0.8028
504.5498,0.7826
504.5681,0.6463
504.5863,0.6945
504.6045,0.8584
504.6227,0.8214
504.6409,0.5912
504.6592,0.5608
504.6774,0.4882
504.6956,0.6105
504.7138,0.9009
504.7320,0.5450
504.7503,0.4091
504.7685,0.4005
504.7867,0.5013
504.8049,0.4375
504.8231,0.2158
504.8414,0.3867
504.8596,0.4993
504.8778,0.5498
504.8960,0.4999
504.9142,0.4747
504.9324,0.3678
504.9507,0.2683
504.9689,0.3335
504.9871,0.4587
505.0053,0.5637
505.0235,0.6486
505.0418,0.5980
505.0600,0.4463
505.0782,0.4671
505.0964,0.3751
505.1146,0.2693
505.1329,0.4685
505.1511,0.6677
505.1693,0.5973
505.1875,0.4075
505.2057,0.5180
505.2240,0.3749
505.2422,0.2538
505.2604,0.3276
505.2786,0.3438
505.2968,0.6234
505.3151,0.7931
505.3333,0.7776
505.3515,0.7873
505.3697,0.5420
505.3879,0.1659
505.4062,0.1669
505.4244,0.2832
505.4426,0.4336
505.4608,0.4897
505.4790,0.4738
505.4973,0.3956
505.5155,0.2076
505.5337,0.6493
505.5519,0.9571
505.5701,0.5299
505.5884,0.3589
505.6066,0.3648
505.6248,0.4127
505.6430,0.5141
505.6612,0.4456
505.6795,0.4457
505.6977,0.6371
505.7159,0.7862
505.7341,0.9014
505.7523,0.8659
505.7706,0.5903
505.7888,0.4329
505.8070,0.2475
505.8252,0.3272
505.8434,0.4165
505.8616,0.4928
505.8799,0.3574
505.8981,0.5737
505.9163,0.7207
505.9345,0.4142
505.9527,0.4992
505.9710,0.5848
505.9892,0.8151
506.0074,0.8369
506.0256,0.7219
506.0438,0.5779
506.0621,0.4307
506.0803,0.5573
506.0985,0.7667
506.1167,0.6547
506.1349,0.3938
506.1532,0.2438
506.1714,0.2182
506.1896,0.4548
506.2078,0.6305
506.2260,0.7394
506.2443,0.8076
506.2625,0.6747
506.2807,0.4499
506.2989,0.2842
506.3171,0.3776
506.3354,0.4749
506.3536,0.4697
506.3718,0.3362
506.3900,0.5357
506.4082,0.5758
506.4265,0.5528
506.4447,0.8357
506.4629,1.0012
506.4811,0.9531
506.4993,0.9624
506.5176,0.9428
506.5358,0.8989
506.5540,0.8390
506.5722,0.9589
506.5904,1.0921
506.6087,1.1433
506.6269,1.1106
506.6451,0.9634
506.6633,0.7645
506.6815,0.5323
506.6997,0.6342
506.7180,0.5520
506.7362,0.5552
506.7544,0.4672
506.7726,0.6136
506.7908,0.7428
506.8091,0.6824
506.8273,0.6418
506.8455,0.7187
506.8637,0.6394
506.8819,0.5359
506.9002,0.7782
506.9184,0.9012
506.9366,0.7884
506.9548,0.6003
506.9730,0.3836
506.9913,0.4645
507.0095,0.4706
507.0277,0.3496
507.0459,0.3708
507.0641,0.3729
507.0824,0.3655
507.1006,0.4199
507.1188,0.4825
507.1370,0.4514
507.1552,0.6200
507.1735,0.9085
507.1917,0.8327
507.2099,0.5770
507.2281,0.4618
507.2463,0.4025
507.2646,0.5091
507.2828,0.7550
507.3010,0.7345
507.3192,0.6353
507.3374,0.5117
507.3557,0.6138
507.3739,0.8895
507.3921,0.8204
507.4103,0.8018
507.4285,0.9120
507.4468,0.8150
507.4650,0.4807
507.4832,0.3779
507.5014,0.4898
507.5196,0.5799
507.5379,0.6266
507.5561,0.6362
507.5743,0.5886
507.5925,0.4875
507.6107,0.3922
507.6289,0.3817
507.6472,0.4008
507.6654,0.3012
507.6836,0.1262
507.7018,0.1741
507.7200,0.2559
507.7383,0.3878
507.7565,0.5950
507.7747,0.6593
507.7929,0.6560
507.8111,0.5197
507.8294,0.4912
507.8476,0.4912
507.8658,0.6201
507.8840,0.6652
507.9022,0.6288
507.9205,0.6476
507.9387,0.5746
507.9569,0.3624
507.9751,0.2806
507.9933,0.3841
508.0116,0.4482
508.0298,0.4488
508.0480,0.4540
508.0662,0.5657
508.0844,0.4374
508.1027,0.3355
508.1209,0.7067
