44.09
87.12
74.12
110.15
129.2
44.09
76.16
86.17
60.09
44.09
104.21
102.13
60.09
186.19
287.29
424.43
580.62
651.7
754.84
868
955.07
1026.15
1157.35
1286.46
434.5
478.04
513.58
579.18
643.74
319.03
342.72
386.45
429.49
313.03
336.72
380.45
423.49
425.5
469.04
504.57
570.17
634.73
269.28
406.42
562.61
633.69
736.83
849.99
937.06
1008.14
1139.34
1268.45
1391.56
1320.48
1206.37
1105.27
968.13
811.95
740.87
637.72
524.57
437.49
366.41
235.21
106.1
696.28
660.74
603.69
553.14
484.57
406.48
464.52
440.83
402.8
369.09
323.38
458.52
434.83
396.79
363.09
317.38
687.28
651.74
594.69
544.13
475.56
397.47
1373.55
1302.47
1188.36
1087.26
950.12
793.93
722.86
619.71
506.56
419.48
348.4
217.2
88.09
