pep_eVal,scanID,ppm_error,theoMZ,hScore,nextScore,deltaH,pepLen,pro_eVal
3.60E-06,1966,0.181664044,652.3029932,44.4,24.9,19.5,11,-101.5
3.60E-06,1966,0.181664044,652.3029932,44.4,24.9,19.5,11,-101.5
3.60E-06,1966,0.181664044,652.3029932,44.4,24.9,19.5,11,-85.7
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-100.5
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-100.5
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-57
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-54.6
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-54.6
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-54.6
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-54.6
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-54.6
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-44.9
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-44.9
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-37.7
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-19.8
0.00033,935,-1.381136964,488.7277782,40.7,25.4,15.3,10,-3.5
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-100.5
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-100.5
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-98.3
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-71.4
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-54.6
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-54.6
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-54.6
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-54.6
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-54.6
3.30E-06,1670,0.42195305,758.3782132,40.2,20.5,19.7,11,-5.5
0.00024,1816,0.843447337,977.5358382,34.4,23,11.4,18,-100.5
0.00024,1816,0.843447337,977.5358382,34.4,23,11.4,18,-100.5
0.00024,1816,0.843447337,977.5358382,34.4,23,11.4,18,-98.3
0.00024,1816,0.843447337,977.5358382,34.4,23,11.4,18,-71.4
0.0012,1795,-1.28624665,652.0263176,41,24.1,16.9,18,-100.5
0.0012,1795,-1.28624665,652.0263176,41,24.1,16.9,18,-100.5
0.0012,1795,-1.28624665,652.0263176,41,24.1,16.9,18,-98.3
0.0012,1795,-1.28624665,652.0263176,41,24.1,16.9,18,-71.4
0.0012,1795,-1.28624665,652.0263176,41,24.1,16.9,18,-31.4
4.80E-09,1818,0.8506082,977.5358382,56.6,36.8,19.8,18,-100.5
4.80E-09,1818,0.8506082,977.5358382,56.6,36.8,19.8,18,-100.5
4.80E-09,1818,0.8506082,977.5358382,56.6,36.8,19.8,18,-98.3
4.80E-09,1818,0.8506082,977.5358382,56.6,36.8,19.8,18,-71.4
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-100.5
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-100.5
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-98.3
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-71.4
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-57
2.80E-09,2476,-0.345300739,1061.876288,68.2,24.1,44.1,30,-31.4
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-100.5
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-100.5
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-98.3
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-71.4
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-57
0.0022,2470,0.401049867,796.6590349,46,26.6,19.4,30,-31.4
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-100.5
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-100.5
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-98.3
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-71.4
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-57
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-26.1
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-19.1
3.20E-06,1260,0.777215194,566.7670982,46.4,23.5,22.9,10,-12.2
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-100.5
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-100.5
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-98.3
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-71.4
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-57
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-26.1
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-19.1
0.00018,5938,-0.093017302,1247.079818,33.5,20.6,12.9,23,-12.2
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-100.5
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-100.5
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-98.3
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-71.4
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-57
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-26.1
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-19.1
0.0054,5845,0.687606348,1247.079818,28,16,12,23,-12.2
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-100.5
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-100.5
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-98.3
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-71.4
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-57
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-54.6
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-54.6
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-54.6
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-54.6
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-54.6
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-44.9
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-44.9
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-37.7
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-31.4
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-26.1
0.00087,2219,-0.412969661,895.9495932,58.2,21.6,36.6,16,-19.1
8.20E-11,1703,-1.48656134,788.3966632,65.5,26,39.5,15,-96.7
8.20E-11,1703,-1.48656134,788.3966632,65.5,26,39.5,15,-96.7
8.20E-11,1703,-1.48656134,788.3966632,65.5,26,39.5,15,-10.1
1.50E-05,2665,-0.264602393,1052.522603,37.3,14.7,22.6,20,-96.7
1.50E-05,2665,-0.264602393,1052.522603,37.3,14.7,22.6,20,-96.7
1.40E-07,2393,-0.202964795,812.9488682,54,20,34,16,-96.7
1.40E-07,2393,-0.202964795,812.9488682,54,20,34,16,-96.7
1.70E-05,1888,1.914139539,777.3727932,35.2,18.8,16.4,13,-96.7
1.70E-05,1888,1.914139539,777.3727932,35.2,18.8,16.4,13,-96.7
1.00E-06,3408,-0.416386184,1169.587318,43.5,16.1,27.4,22,-96.7
1.00E-06,3408,-0.416386184,1169.587318,43.5,16.1,27.4,22,-96.7
5.80E-07,3418,-0.302243359,1169.587318,50,21.9,28.1,22,-96.7
5.80E-07,3418,-0.302243359,1169.587318,50,21.9,28.1,22,-96.7
2.90E-06,3048,-0.210374427,1155.083358,44.8,19.6,25.2,21,-96.7
2.90E-06,3048,-0.210374427,1155.083358,44.8,19.6,25.2,21,-96.7
0.0042,3045,0.73598959,770.391331,47.1,31.1,16,21,-96.7
0.0042,3045,0.73598959,770.391331,47.1,31.1,16,21,-96.7
2.30E-07,3049,-0.166654639,1155.083358,39.1,18,21.1,21,-96.7
2.30E-07,3049,-0.166654639,1155.083358,39.1,18,21.1,21,-96.7
0.0019,1454,-0.976862706,575.3111432,34,22.9,11.1,10,-96.7
0.0019,1454,-0.976862706,575.3111432,34,22.9,11.1,10,-96.7
4.10E-07,2867,0.730688608,937.4718482,56.7,18.5,38.2,17,-91.2
4.10E-07,2867,0.730688608,937.4718482,56.7,18.5,38.2,17,-37.4
2.30E-06,2866,0.652819603,937.4718482,43.1,15.9,27.2,17,-91.2
2.30E-06,2866,0.652819603,937.4718482,43.1,15.9,27.2,17,-37.4
1.10E-06,1778,-1.717343532,669.3477332,43.5,17.6,25.9,12,-88.6
1.10E-06,1778,-1.717343532,669.3477332,43.5,17.6,25.9,12,-88.6
0.00011,2050,0.885630609,488.9171576,41,32.9,8.1,12,-88.6
0.00011,2050,0.885630609,488.9171576,41,32.9,8.1,12,-88.6
8.20E-07,2160,0.287230301,776.3804832,56.9,20,36.9,14,-88.6
8.20E-07,2160,0.287230301,776.3804832,56.9,20,36.9,14,-88.6
0.00069,3046,-0.293737205,961.1766176,41.8,30,11.8,26,-88.6
0.00069,3046,-0.293737205,961.1766176,41.8,30,11.8,26,-88.6
0.00065,3639,-0.169402638,974.0108082,29.3,17.4,11.9,17,-88.6
0.00065,3639,-0.169402638,974.0108082,29.3,17.4,11.9,17,-88.6
8.90E-06,2897,1.004536514,677.4268432,54.2,21.3,32.9,12,-88.6
8.90E-06,2897,1.004536514,677.4268432,54.2,21.3,32.9,12,-88.6
0.002,2220,-0.61997309,822.078691,41.7,22.1,19.6,22,-88.6
0.002,2220,-0.61997309,822.078691,41.7,22.1,19.6,22,-88.6
0.00058,1997,-0.404958032,657.681321,41.2,24.5,16.7,19,-88.6
0.00058,1997,-0.404958032,657.681321,41.2,24.5,16.7,19,-88.6
2.60E-05,3754,0.158337761,1061.022958,50.1,23.6,26.5,17,-88.6
2.60E-05,3754,0.158337761,1061.022958,50.1,23.6,26.5,17,-88.6
2.60E-05,3754,0.158337761,1061.022958,50.1,23.6,26.5,17,-4.6
0.00026,3755,0.200278418,1061.022958,38.3,19.7,18.6,17,-88.6
0.00026,3755,0.200278418,1061.022958,38.3,19.7,18.6,17,-88.6
0.00026,3755,0.200278418,1061.022958,38.3,19.7,18.6,17,-4.6
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-88.2
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-83.2
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-83.2
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-69.8
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-48.5
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-38.8
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-38.8
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-31.7
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-24.1
1.60E-06,1685,-0.0021311,703.8617282,43.2,15,28.2,13,-17.7
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-88.2
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-83.2
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-83.2
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-69.8
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-48.5
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-38.8
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-38.8
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-33.3
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-31.7
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-24.5
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-24.1
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-17.7
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-8.9
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-8.9
1.20E-09,2416,-0.19103506,902.9756132,58.2,14.1,44.1,18,-8.9
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-88.2
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-83.2
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-83.2
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-69.8
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-48.5
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-38.8
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-38.8
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-33.3
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-31.7
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-24.5
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-24.1
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-17.7
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-8.9
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-8.9
3.20E-08,2425,-0.487277833,902.9756132,54.4,12.6,41.8,18,-8.9
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-88.2
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-83.2
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-83.2
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-69.8
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-48.5
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-38.8
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-38.8
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-33.3
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-31.7
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-24.5
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-24.1
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-17.7
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-8.9
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-8.9
9.30E-05,2419,-0.00719441,602.319501,49.5,23.4,26.1,18,-8.9
6.00E-10,2350,0.036739771,870.9907332,68.3,16.4,51.9,17,-88.2
6.00E-10,2350,0.036739771,870.9907332,68.3,16.4,51.9,17,-69.8
6.00E-10,2350,0.036739771,870.9907332,68.3,16.4,51.9,17,-38.8
6.00E-10,2350,0.036739771,870.9907332,68.3,16.4,51.9,17,-38.8
7.80E-06,2351,1.110162075,580.9962476,47.9,26.7,21.2,17,-88.2
7.80E-06,2351,1.110162075,580.9962476,47.9,26.7,21.2,17,-69.8
7.80E-06,2351,1.110162075,580.9962476,47.9,26.7,21.2,17,-38.8
7.80E-06,2351,1.110162075,580.9962476,47.9,26.7,21.2,17,-38.8
9.30E-05,2269,0.275876519,802.8954432,42.4,20.7,21.7,14,-88.2
9.30E-05,2269,0.275876519,802.8954432,42.4,20.7,21.7,14,-69.8
9.30E-05,2269,0.275876519,802.8954432,42.4,20.7,21.7,14,-38.8
9.30E-05,2269,0.275876519,802.8954432,42.4,20.7,21.7,14,-38.8
4.90E-07,2824,-0.177862903,901.4433643,63.4,28.2,35.2,26,-88.2
0.0011,2828,-0.887426387,1351.661408,29.7,16.4,13.3,26,-88.2
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-88.2
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-83.2
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-83.2
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-69.8
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-52.1
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-33.3
1.30E-05,3963,1.01038464,1148.572488,36.5,16.6,19.9,22,-24.5
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-88.2
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-83.2
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-83.2
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-69.8
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-52.1
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-33.3
3.30E-08,3979,-0.52412887,1148.572488,48.5,18,30.5,22,-24.5
0.00025,1001,1.398572322,591.3172932,44.7,18.6,26.1,11,-83.2
0.00025,1001,1.398572322,591.3172932,44.7,18.6,26.1,11,-83.2
0.00025,1001,1.398572322,591.3172932,44.7,18.6,26.1,11,-48.5
0.00025,1001,1.398572322,591.3172932,44.7,18.6,26.1,11,-33.3
0.00025,1001,1.398572322,591.3172932,44.7,18.6,26.1,11,-31.7
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-83.2
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-83.2
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-52.1
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-48.5
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-33.3
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-31.7
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-24.1
0.0028,1568,-0.272317262,640.7966882,48.8,21.9,26.9,11,-2.6
1.80E-05,3041,0.941528148,948.9891532,54.4,15.3,39.1,17,-83.2
1.80E-05,3041,0.941528148,948.9891532,54.4,15.3,39.1,17,-83.2
1.80E-05,3041,0.941528148,948.9891532,54.4,15.3,39.1,17,-52.1
1.80E-05,3041,0.941528148,948.9891532,54.4,15.3,39.1,17,-48.5
0.0025,3040,0.894636147,948.9891532,46.8,18.2,28.6,17,-83.2
0.0025,3040,0.894636147,948.9891532,46.8,18.2,28.6,17,-83.2
0.0025,3040,0.894636147,948.9891532,46.8,18.2,28.6,17,-52.1
0.0025,3040,0.894636147,948.9891532,46.8,18.2,28.6,17,-48.5
0.00014,1156,-0.678826155,572.3114782,48.3,28.1,20.2,10,-83.2
0.00014,1156,-0.678826155,572.3114782,48.3,28.1,20.2,10,-83.2
0.00014,1156,-0.678826155,572.3114782,48.3,28.1,20.2,10,-52.1
0.00014,1156,-0.678826155,572.3114782,48.3,28.1,20.2,10,-48.5
2.20E-10,2029,-0.20999709,980.9659732,65.2,18.8,46.4,19,-83.2
2.20E-10,2029,-0.20999709,980.9659732,65.2,18.8,46.4,19,-83.2
2.20E-10,2029,-0.20999709,980.9659732,65.2,18.8,46.4,19,-52.1
1.60E-05,2305,0.381051814,720.3744732,53.6,24.3,29.3,12,-83.2
1.60E-05,2305,0.381051814,720.3744732,53.6,24.3,29.3,12,-83.2
1.60E-05,2305,0.381051814,720.3744732,53.6,24.3,29.3,12,-52.1
0.00039,2706,-0.275036394,943.5114982,33.7,16.5,17.2,17,-78
0.00039,2706,-0.275036394,943.5114982,33.7,16.5,17.2,17,-78
0.00036,2705,-0.361415839,943.5114982,36.3,15.1,21.2,17,-78
0.00036,2705,-0.361415839,943.5114982,36.3,15.1,21.2,17,-78
0.0059,1752,1.172067763,581.3088243,43.4,21.9,21.5,16,-78
0.0059,1752,1.172067763,581.3088243,43.4,21.9,21.5,16,-78
1.30E-05,2539,-0.028347692,687.8866932,48.7,19.6,29.1,13,-78
1.30E-05,2539,-0.028347692,687.8866932,48.7,19.6,29.1,13,-78
1.30E-05,2539,-0.028347692,687.8866932,48.7,19.6,29.1,13,-63.7
1.40E-06,2488,0.284491944,671.3722632,61.8,25.5,36.3,12,-78
1.40E-06,2488,0.284491944,671.3722632,61.8,25.5,36.3,12,-78
1.40E-06,2488,0.284491944,671.3722632,61.8,25.5,36.3,12,-63.7
0.0046,2794,0.018613711,644.686071,43.1,23.7,19.4,17,-78
0.0046,2794,0.018613711,644.686071,43.1,23.7,19.4,17,-78
0.0046,2794,0.018613711,644.686071,43.1,23.7,19.4,17,-63.7
0.00081,960,1.947359376,541.7592732,39.2,16.3,22.9,10,-78
0.00081,960,1.947359376,541.7592732,39.2,16.3,22.9,10,-78
0.00081,960,1.947359376,541.7592732,39.2,16.3,22.9,10,-63.7
0.0024,2962,-0.60423672,877.9671649,45,33.7,11.3,32,-78
0.0024,2962,-0.60423672,877.9671649,45,33.7,11.3,32,-78
0.0024,2962,-0.60423672,877.9671649,45,33.7,11.3,32,-63.7
7.50E-05,2970,-0.515258167,1170.287128,53.5,21.9,31.6,32,-78
7.50E-05,2970,-0.515258167,1170.287128,53.5,21.9,31.6,32,-78
7.50E-05,2970,-0.515258167,1170.287128,53.5,21.9,31.6,32,-63.7
0.0003,1513,-0.036345594,623.6427543,56.6,24.2,32.4,16,-77.8
5.60E-08,2991,1.613782968,877.4414082,55.9,16.6,39.3,16,-77.8
4.30E-05,2994,0.86394929,585.2966976,47.9,23.4,24.5,16,-77.8
7.10E-05,2554,0.568004148,600.3477282,42.4,28.7,13.7,10,-77.8
9.60E-05,2581,-0.71745474,889.9516082,35,14,21,16,-77.8
0.0085,2612,0.030878555,680.0836324,44.1,37.5,6.6,23,-77.3
0.0085,2612,0.030878555,680.0836324,44.1,37.5,6.6,23,-77.3
0.0014,1861,0.717400031,659.3253132,42.2,19.3,22.9,11,-77.3
0.0014,1861,0.717400031,659.3253132,42.2,19.3,22.9,11,-77.3
9.50E-07,1828,1.519320029,721.3753382,53,19.4,33.6,13,-77.3
9.50E-07,1828,1.519320029,721.3753382,53,19.4,33.6,13,-77.3
0.0012,1188,-1.973553074,628.8151132,46.3,28.7,17.6,13,-77.3
0.0012,1188,-1.973553074,628.8151132,46.3,28.7,17.6,13,-77.3
0.0028,1830,1.196433785,662.3851732,39.5,24.7,14.8,13,-67.6
0.0028,1830,1.196433785,662.3851732,39.5,24.7,14.8,13,-12.8
0.0028,1830,1.196433785,662.3851732,39.5,24.7,14.8,13,-6.6
0.00047,1667,-0.117311026,647.8504432,35.6,12.7,22.9,12,-67.6
5.40E-06,2422,-0.153279462,717.6434376,58.2,25.6,32.6,19,-67.6
8.40E-10,2420,-0.92289546,1075.961518,64.2,18.4,45.8,19,-67.6
3.40E-08,3273,0.088387759,956.0147382,49.3,26.4,22.9,16,-67.6
4.10E-06,3271,0.270916325,956.0147382,58.6,27.4,31.2,16,-67.6
2.20E-05,2242,-0.169163011,967.508591,45,18.3,26.7,27,-67.6
0.0011,1561,-1.444304882,542.8216782,31,23.7,7.3,11,-67.6
6.90E-07,1909,-0.887664949,782.3897982,50,19.8,30.2,15,-67.6
0.00012,1972,0.40164289,723.694291,56.6,30.3,26.3,20,-67.6
7.30E-05,2479,1.149065651,577.8608032,54.1,27.6,26.5,10,-67.5
0.0011,704,1.611898192,501.2723532,44.4,25,19.4,10,-67.5
0.0037,2855,0.650199262,775.9159832,33.2,21.5,11.7,13,-67.5
1.60E-07,2955,0.985146953,697.8654282,61.8,33,28.8,12,-67.5
9.50E-06,1975,0.246613873,648.7875082,41.9,17,24.9,10,-67.5
0.0032,1410,1.709465474,533.7925882,31.6,21.4,10.2,10,-67.5
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
6.50E-06,2765,-0.443943977,961.8330743,51.6,25.9,25.7,29,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-66.4
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-7.5
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-7.5
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-7.5
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-7.3
0.0047,1976,-0.382469004,554.2932832,49.2,24.6,24.6,10,-7.3
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
1.10E-05,2093,-0.3127022,855.4464932,43.4,16.7,26.7,15,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.0024,2266,0.730094069,556.7775682,31.9,17.8,14.1,9,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.00036,1594,-0.901547148,515.7800132,50,35.1,14.9,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-66.4
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-7.5
0.007,1696,-0.925255134,579.8400682,29.8,22,7.8,10,-7.5
