-18816	-3013
-16264	-2803
-10048	-3387
-1452	-6223
6428	-9005
10868	-9075
11200	-7201
8504	-5494
4344	-3730
52	-655
-3460	2813
-5748	4778
-6416	5402
-4984	5798
-1792	5340
1084	3300
1088	1937
-2056	4233
-5632	9089
-6956	12346
-6472	12437
-6608	11721
-7980	12103
-8164	12697
-4792	12452
1160	12142
6148	12779
7776	14253
7188	16184
7464	18171
10012	18885
13000	16977
13436	13224
10592	9943
7124	8145
6504	7009
9396	5793
13000	4138
14128	1078
12616	-3496
11348	-6715
12856	-5315
16616	-680
19908	2001
20804	532
19456	-1396
16848	699
13716	6901
10956	14188
9800	20118
10496	23310
11732	22762
12264	19235
12560	15817
13444	14847
13908	15249
11964	14678
7744	13270
4048	13254
3220	15413
4776	17821
6392	18118
6280	15770
4124	11948
980	8152
-1128	5266
-576	3570
2220	3441
5232	5662
7232	10469
8544	16349
8996	20454
7208	20399
3116	15443
-504	6494
-924	-4060
1260	-12921
3520	-17724
5212	-18694
7880	-17786
12348	-16322
17664	-14327
22668	-11700
26260	-8629
26460	-4869
21764	11
14032	5476
7700	10118
5036	12980
4032	13975
2060	13365
-388	11837
-1004	10540
1052	9669
4856	7641
9368	3280
13380	-1780
14728	-4724
11696	-5042
5444	-4353
-704	-3359
-4588	-1639
-6576	-272
-7904	-1581
-8776	-5438
-8392	-8412
-5916	-7691
-1316	-3857
3968	941
7376	5333
7212	8328
4564	8833
2256	7022
1816	4691
2288	3412
1972	3743
324	6366
-1920	11441
-3500	16212
-3336	16393
-1404	11629
1008	6967
2876	6947
5168	10586
9392	14356
14388	17539
16772	21431
15548	24938
13852	24828
14404	20358
15040	14867
11704	12170
4824	12920
-584	14654
-1336	14173
160	10040
-392	3864
-4064	-1048
-8728	-2963
-12416	-2838
-14592	-1656
-14888	1534
-12580	7164
-7620	12386
-1240	13522
4316	10817
6932	8184
6128	8197
4088	9628
4056	10297
7084	10057
11240	9870
14616	9643
17660	8444
21268	6097
24124	3396
23984	1068
20800	-771
16688	-2242
13132	-3279
10316	-3665
8864	-3267
9868	-2115
12756	-183
15200	2740
15776	6549
15016	10180
13220	12072
9308	11515
2928	9113
-3748	5824
-7760	2198
-7800	-1214
-4340	-3566
1232	-4304
6580	-3448
8904	-1065
7348	2593
4128	6064
1832	7090
300	5066
-2480	2112
-7068	552
-11368	122
-12820	-1053
-10668	-3418
-6076	-5556
-840	-6638
4200	-7534
9716	-8965
16256	-9909
22148	-8875
24288	-6137
21732	-3676
17176	-2961
13808	-3566
12252	-4186
11844	-4206
13024	-3477
16152	-1090
19480	4006
20832	10514
20468	14380
19876	12566
18336	6868
13976	2440
8072	2465
4692	5521
5308	8144
6880	8409
6720	6516
6304	3443
8140	169
11388	-2434
13544	-3881
14724	-4086
17228	-3069
21228	-1218
23832	243
22964	-23
20024	-2103
17816	-4957
17268	-7779
17216	-10115
16504	-10835
15396	-8658
14944	-4251
15820	-428
17828	528
20312	-1093
22564	-3300
23844	-4328
23568	-3623
22124	-2253
20880	-2576
20608	-6084
20108	-11258
17528	-14961
13096	-16087
9152	-16187
7268	-16333
6744	-15581
6484	-13168
6896	-9986
8828	-6835
11764	-3376
14428	-18
16412	1388
17864	354
18320	-834
17264	-441
15652	-154
15276	-2330
16308	-5825
16816	-7141
15192	-4991
12232	-1536
10328	520
10892	235
13116	-1674
15068	-3583
15660	-3972
15584	-3120
16204	-3347
17820	-6356
19404	-10988
20020	-14658
19660	-16017
18468	-14961
15772	-11484
10868	-6518
4400	-2781
-1592	-2386
-4988	-4026
-4624	-4592
-592	-3254
5924	-1843
13204	-1371
19692	-529
24216	1828
25608	4545
23220	5454
18236	3810
13648	810
11876	-1773
12640	-3144
13904	-3953
14240	-5191
13536	-6711
12092	-7562
10344	-7839
9348	-8837
10184	-10824
12564	-12077
14916	-11108
16008	-8414
15948	-5034
15536	-1080
15192	2863
14772	4684
13840	3203
12084	353
10032	-1290
8828	-2034
8784	-3732
8516	-5859
6644	-5691
4168	-2272
3764	2142
6560	4928
10892	5700
14468	6035
16308	7890
15780	12053
11612	16827
3668	18696
-5052	15592
-10192	9040
-10012	2201
-6380	-2990
-1816	-5592
2720	-4757
6476	-1541
7212	68
3116	-2962
-3940	-8548
-9000	-12009
-8692	-11933
-4188	-10544
904	-9051
4476	-6354
6684	-2398
7916	794
7968	2251
7144	3304
6732	5016
7736	7007
10036	9431
12996	13330
15816	18171
17276	21581
16236	22365
12984	21451
8876	19322
4208	15416
-2204	10927
-10360	9062
-17384	10787
-19800	12785
-16816	11469
-10260	6948
-2640	1445
3628	-4077
6404	-9707
5376	-14645
3136	-17624
2676	-18396
4060	-17495
5188	-15471
5260	-13234
5156	-11764
4684	-10435
2224	-7074
-2204	-974
-5864	5476
-6416	9312
-4340	9826
-1128	7802
2872	3518
7264	-2603
10176	-8329
10244	-10569
9072	-8120
9484	-2593
11800	3224
13820	7391
14288	9604
14404	10686
15596	11403
17472	11944
18716	12585
18788	13914
18168	15591
17448	16002
16828	14504
16132	12805
15032	12184
13684	10799
13016	6663
13912	2323
15836	2818
16852	8929
15428	16137
12068	20775
9136	23360
8944	24856
11636	23964
14736	20319
15328	16696
13372	15064
12232	13309
15012	8851
20600	3219
24552	59
23960	427
20044	2808
15720	6082
12056	9592
8348	11720
4568	11282
1844	9474
712	8063
592	6702
1616	4140
5188	720
11444	-2719
17268	-6914
18844	-12309
16308	-16319
14152	-15636
16088	-10737
21024	-5322
24904	-1732
25428	395
23252	1494
19612	1299
15212	824
11504	2074
10572	4979
12296	6977
13612	6416
12340	4424
10708	2781
13000	1915
19892	1773
27300	2819
30940	5010
30420	7105
28368	8183
27092	9050
27072	11201
27348	14871
26304	18812
22636	21741
17032	23468
12448	24515
11632	24849
14444	23434
18280	19541
21112	14239
22768	9671
23340	6877
21932	5452
18068	5270
13852	6858
12964	9593
17136	11476
24068	11741
29548	11913
31344	12960
30728	13134
30456	10336
31776	5244
33772	265
34916	-3428
34740	-6131
33800	-7971
32696	-8769
31564	-8523
30276	-6567
28728	-1671
26980	5313
25408	10588
24748	11467
25516	9971
27308	10000
28816	12312
28788	14921
26696	17080
22556	19468
16760	21215
10396	20355
5204	17270
2480	14458
2280	12607
4084	9964
7636	6026
12204	2842
15584	1826
15388	2003
11704	2351
7264	3412
4200	5573
2064	8012
-164	10316
-1204	12969
1468	15330
8000	15488
15460	13300
21068	11365
24756	11572
27832	12654
30556	12674
32200	12037
32816	12193
33380	12834
34164	12380
34220	10390
33152	7923
32552	6002
34568	4839
39168	3874
43792	1693
46204	-3070
46816	-9598
47552	-14580
49024	-15382
49952	-12827
49356	-9530
47712	-6205
45692	-1434
42856	4967
38612	10282
33460	11794
28480	10500
24448	10528
22200	14626
22848	21215
25864	26573
28012	29039
26072	29665
20580	29301
15104	27402
11964	24395
10740	22694
10972	23540
13692	24794
18908	24300
23840	23750
25512	25945
23992	29122
21320	28049
18528	21393
15568	14381
13488	12519
14040	15364
16896	18391
19204	18772
18676	17009
16024	14482
13500	12069
12272	10828
12140	11913
13284	15302
16600	19506
22024	22764
27336	24277
29808	24619
29376	25211
28900	26986
30524	29453
32472	31578
31204	33341
26476	35250
22340	36478
22352	35154
25496	31094
28024	26719
27624	24253
24360	23117
18988	21045
12588	16931
6964	11719
3252	7237
376	4930
-2948	4989
-5428	5922
-4592	5588
-1060	3395
1448	1001
976	326
-368	1502
124	3342
2432	5208
5268	7589
8624	11084
12764	15373
16452	19165
18456	21078
19596	20718
21236	18853
22752	16316
23020	13309
23560	10373
27084	9287
32900	11660
36640	16822
35744	22358
32948	26570
32816	29115
36368	29528
40788	26938
43276	21736
43432	16005
42232	11620
40224	8850
36980	7047
31820	5620
24892	4108
17680	2469
12200	1503
9356	1897
8644	2881
9480	3102
11916	2624
15352	2429
17660	2161
16904	605
13640	-1429
10396	-1187
8780	2160
7996	6023
6452	7979
4064	8879
2640	10886
4192	14118
8704	16853
13576	17827
15776	16793
15216	13925
15060	10149
18060	7316
23232	6788
27360	8430
28888	11679
28684	16477
27428	22213
24824	27002
21412	29322
19124	29614
18908	29249
19652	28645
20196	27186
20624	24125
20580	18920
18880	11802
16312	4781
16356	957
20520	1800
25088	5906
25560	10802
22896	14596
21580	15495
22368	11893
21484	4520
17308	-3063
13284	-7760
12152	-9505
11516	-9228
8124	-5989
3980	1553
4204	11626
10272	19687
18288	22429
23716	20058
25332	14711
24852	8154
24836	1435
26896	-4269
30280	-7480
32464	-7426
32328	-5182
31960	-3092
33540	-2393
35720	-2103
35512	-1160
33176	-416
32060	-569
33504	594
34796	5681
33364	12748
30296	16580
28232	15508
27600	13257
26784	12935
24760	13226
22088	12509
20092	12548
20048	14853
22176	16913
24496	15935
24056	13766
20480	14060
17172	16540
17440	18163
20556	18470
23096	19554
23152	21557
21176	22233
17552	20744
12056	18451
6180	16249
3244	14321
4944	13904
9052	15743
11960	17160
12276	14323
11148	7610
10092	1512
10124	-800
11940	339
15196	3963
17712	9582
17440	15157
15512	17966
15660	18449
19528	19768
24188	22644
25724	24281
24400	23577
24244	23562
27892	26640
33460	30597
37048	31720
36816	29466
33896	26050
30636	23632
29004	23739
29812	27066
32232	31709
34112	33691
33632	31473
30700	28169
26712	27286
23484	28216
22624	28325
24760	27674
28436	28598
30612	31407
29492	33409
26192	32257
22852	28254
19956	23282
16844	19077
13856	16607
11996	15755
10508	15356
7268	14334
1996	12781
-2340	11441
-2508	10682
1840	10655
8340	11681
14464	13465
19080	14513
22384	13490
25052	10903
27124	8468
27792	6948
26784	5511
25848	3317
27404	1039
31552	464
35620	2615
37200	6310
36436	8910
34784	8944
32676	7704
29392	7509
24460	8595
18568	8791
13696	6463
12536	2855
16424	1078
23360	3357
29300	9368
32096	16592
32656	22044
31932	24279
28868	23973
23092	22553
17604	20856
16164	19490
18600	19338
21240	20479
21516	21448
20180	21087
18912	20497
18172	21562
17804	24193
18000	26708
18660	28155
19172	28185
19468	25647
20136	20255
21000	15297
20688	15366
18540	20777
15980	27034
15288	30427
17532	31223
22192	30633
27680	28121
31620	23495
31520	18844
26848	16173
20336	15037
16292	14079
16956	12934
21036	11274
25680	8488
29336	5904
32024	6638
33468	11136
32172	15489
27232	16616
20348	16455
14692	18056
11836	20147
10768	19587
10332	17368
11096	17492
13848	20315
17608	21404
20580	17836
22352	12206
23524	9093
23760	9980
22324	12821
20352	14773
20572	14405
23660	12632
26944	11970
27868	13741
27296	15961
27820	15439
29828	11920
31352	8453
31432	7537
31712	8648
33904	9736
37156	9419
38912	7347
37788	4181
34660	1865
31224	2354
28296	5145
25512	7150
22168	5791
18176	1404
14740	-3695
13864	-7474
16696	-9026
21968	-8308
26868	-5891
29788	-2489
31652	1720
33924	6870
36272	12314
37196	16421
36344	17741
34524	15971
31692	11810
27012	6474
21516	1533
18680	-1449
20688	-1596
25560	899
29428	4869
30824	8617
31040	10834
31112	11428
30620	11012
29464	9509
28636	6298
28696	2155
28880	-371
28324	182
27256	2101
26308	2715
25680	1875
25320	1458
25264	2145
25140	2846
24124	3252
21860	4695
19116	7769
17268	10888
17224	12150
18852	11480
20784	9969
21128	8015
19084	5233
15952	1888
13764	-396
13120	440
13032	5143
12748	12043
12468	17903
12408	20446
12500	20180
13116	19447
14920	19845
17596	20967
20020	21260
22080	19356
25016	14707
29192	7772
32876	61
34184	-6199
33240	-8815
31496	-6725
29736	-1146
28092	4528
27004	7161
26884	6662
26940	5675
25604	6376
22268	8554
17896	10743
13880	11496
10936	9304
9192	3573
8948	-3245
11000	-6751
15920	-5490
22752	-2838
28756	-2245
31284	-2770
30236	-1599
27912	1346
26364	4422
25616	7969
24744	13112
23456	18058
22012	19916
20520	19941
19188	22583
18540	28785
18512	34290
18024	35733
16312	34562
14156	33363
12816	31996
12432	29576
12468	27039
13044	25117
14496	22335
15712	17865
14472	14344
9904	14935
3888	18917
-448	22767
-1328	24522
760	24755
3964	24223
6408	23037
6864	21605
4976	20296
1612	18549
-680	15987
1168	13724
7924	12753
16512	11772
22660	8681
25164	3750
26084	-753
26804	-3722
26076	-5923
23076	-7689
20284	-8152
20876	-7044
24440	-5209
27396	-2852
27400	772
25496	5042
24072	7172
24508	5243
26996	1076
30920	-1275
34744	405
36856	4768
37064	8793
36652	10536
36688	10103
36904	8819
36344	7908
34272	7826
30548	8435
25840	9410
21448	10336
18248	10798
15948	10867
14132	11368
13368	13031
14464	15172
17024	15752
20104	13421
23616	9437
27472	6853
30160	7291
30052	8849
28140	7968
27104	3458
27548	-2165
27700	-5614
27172	-6152
28488	-5317
33308	-4430
39376	-3800
42840	-3781
42024	-4843
37456	-6404
29916	-7008
20640	-6084
12356	-4457
7828	-2994
7884	-1968
12088	-1781
20004	-2689
29620	-3347
36200	-1413
35920	3373
30796	8195
27060	10377
28044	10431
31284	10701
33068	12110
33216	13661
33528	14277
34076	13713
33520	12236
31684	10678
29540	10273
27224	11171
24452	11717
22592	10496
23768	8624
27612	8653
30964	11467
31932	15539
32316	18938
34792	20706
39004	20493
42200	18375
43012	15386
42528	13089
41928	12181
41076	12151
40164	12321
40968	12605
44836	13447
50084	15694
52800	20095
50412	25915
44052	30485
37472	31403
34060	29042
34464	25712
36256	22668
36172	19613
33268	17108
29872	17314
29040	21207
31152	26324
33684	28623
34044	26208
32052	20614
29776	15028
29632	11833
32748	11398
38100	12424
43056	13412
45168	13887
43912	14136
40764	14298
37672	14517
35776	15723
34940	18918
33684	23556
30040	27852
23588	31071
16832	34165
13420	37574
14688	39884
18644	39742
22240	37747
23772	35004
23112	30915
21168	24387
19476	16734
19140	11335
19500	10076
18812	11660
16668	13724
14520	15156
13624	15954
13964	16438
15704	17528
19520	20509
24176	25256
26024	29556
23180	31389
18800	31260
17668	31170
20360	31847
23256	32267
23804	31406
22928	29018
22200	24942
21784	19350
21872	13901
23580	10922
26864	10725
29560	11096
30308	10344
30720	9686
32920	11499
36100	16119
37496	21516
36108	25491
33504	27014
31320	26066
29652	23583
28116	21401
27100	21003
27120	22165
27916	23600
28576	24701
28596	25751
28508	26780
29344	27444
31156	27914
32200	28615
30348	29142
25724	28837
20968	28575
18352	30244
17620	33708
17476	35814
18052	33658
20248	28083
23428	22830
25796	20795
27044	22015
28816	24715
31876	27215
34540	28876
34776	30134
32660	31722
29764	33385
27164	33487
25044	30526
23508	25142
22536	20046
21340	17650
19204	17961
16812	19018
16160	19248
18764	19009
24528	19639
32056	21277
39420	22263
44640	20808
46292	16844
44272	12052
39848	8593
35024	7943
31732	10066
30972	13255
31780	15600
31504	17188
28200	19735
23008	23314
19244	25080
18876	22981
20748	19444
22728	18898
24404	22298
26636	26601
29436	29360
31824	30824
33684	31249
35992	29553
38532	26033
38796	23587
34580	24046
27424	25264
22112	23950
22108	19939
26076	15744
29488	13255
29304	12880
26688	14606
25100	17611
26592	19547
30256	18510
33736	15483
35432	13124
35036	12424
32788	12194
29112	11510
24768	10809
20868	10522
18272	10245
17260	9681
17900	9344
20488	9953
25184	11700
31264	14132
37076	16511
41040	18664
42808	21546
43204	25849
43300	29858
43648	30430
44440	27166
45884	23782
47712	23720
48524	25955
46452	26997
41032	25533
34180	22796
28620	19798
25408	17053
23644	16245
22540	18941
22916	23651
25920	26965
30616	27849
33992	28310
33796	29632
30856	30770
28052	31043
27184	31673
27480	33457
27156	35220
25840	35767
25060	35281
26780	33666
31468	29755
37292	23912
41056	19418
40692	19006
37428	21101
34712	21800
34228	20107
33760	19164
30252	21987
24540	27538
21268	31918
23732	32815
30368	31795
36872	31859
40300	33475
40244	34233
37816	32572
35056	30177
34312	29597
36240	30947
38732	32725
39392	34614
38488	37067
37988	39062
38412	39234
38848	39029
39876	41372
43820	45633
51016	47203
57848	43483
60092	37421
57148	33416
51912	32312
47648	32497
45880	33481
46068	35607
45752	37876
41992	38778
34364	38318
26312	36943
22268	33638
23644	27677
28416	21424
33836	18558
38308	19609
40884	21615
41012	22168
39316	21425
37384	20043
36340	17851
36340	15520
37368	15318
39616	18567
42684	23583
45516	27399
47564	28750
49036	28398
49648	27577
48324	27430
44928	29368
41448	34231
40100	40705
40480	45698
39776	47133
36088	45994
30640	44989
26240	45494
24396	46535
24796	46675
27132	45766
31936	44335
38832	42227
45184	38921
47928	34699
46680	30492
43852	26952
41588	24715
39792	24941
37660	27981
35828	31562
35648	32071
37152	28162
38984	21902
40016	16261
40000	12865
38992	12327
37324	14757
36076	19186
36472	24162
38584	29674
41508	36653
44780	43744
48472	46860
52072	43651
54556	36608
55728	29843
56156	24425
55428	19031
51984	13621
45732	9622
39544	7180
36676	5029
37644	3001
40712	2346
44628	3631
49036	6528
52628	11582
53072	19502
49600	28259
44236	33633
39388	34091
35232	33080
30784	34734
26752	38555
25632	40128
28548	36444
33328	28958
36664	21509
37568	16533
37616	13740
38192	11821
38960	10622
39092	11218
38768	13946
38536	17217
38028	18990
36612	19045
34860	18808
34224	19019
35324	18664
37780	16599
41548	13443
47076	11220
53516	11287
58004	12869
57920	13710
53712	12418
48748	10304
46540	10309
48148	13605
51700	17856
53816	19695
52060	18451
46912	16411
41256	15735
37464	16397
35040	17124
31688	17061
26540	16057
21520	14351
19188	12502
19984	11077
22268	10103
24916	9496
28936	10134
35960	13539
45472	19811
54480	26540
60080	30547
61708	30725
60572	28825
58056	27578
55400	28209
54008	29791
54340	30897
54528	31597
51896	33216
46304	35908
40848	37277
38604	34456
39920	27453
43444	19624
48268	14603
53432	13274
56564	13789
55276	14022
50292	13703
45580	14327
44508	17032
46648	20761
49012	22951
49564	22235
48636	19860
47220	18164
45080	18298
41324	19822
36628	21634
33504	22651
33652	22440
35652	22022
36556	23108
35668	25581
35412	26907
37892	25544
41984	23821
45084	25338
46756	30029
49060	34100
53504	34726
59084	32502
63300	29035
64392	24811
62560	20483
59960	17879
59384	17774
61784	18100
64960	16236
65688	12352
63372	8946
60480	7757
59016	8541
57844	10470
54692	13043
49996	15551
47372	16948
49952	16804
56824	15776
63388	14834
65112	14400
61144	14362
54552	14483
49336	14620
47228	14765
47104	15112
46896	16048
45756	17975
44608	20876
45088	24014
47976	26342
52224	27555
55556	28431
56320	29696
54656	30787
51780	30397
48720	28200
46376	25445
46008	23883
48124	24499
51116	27029
52428	30014
51596	31551
50864	30803
52192	28746
54724	26722
56140	24697
55648	21994
54692	19418
54988	18981
56940	21271
59628	24618
61580	27448
61804	29915
60732	32305
60144	33277
61580	31322
64700	27275
67568	23940
68264	23336
66016	25448
61352	29488
55736	35082
51080	41603
48700	47070
48824	48733
51016	45256
54904	38299
59960	31450
64976	27219
68524	25338
69968	24359
69580	24188
68012	25962
66116	29761
65064	34007
65540	37422
66720	40172
66628	42396
63808	42979
58504	40966
52540	37478
48412	34960
48056	34769
51416	36132
56104	37133
59356	36139
60616	32797
61608	28457
63828	25362
66620	24806
68148	26240
67272	28426
64212	30766
60264	33007
57548	34519
58152	35009
62240	35429
67276	37021
70200	39477
70424	41003
69836	40188
69872	37114
69772	32780
68100	28501
65032	25997
62176	26857
60736	31040
60892	36318
62928	39996
67800	41150
75528	40804
83712	40012
88796	38367
89272	34735
86996	29163
84888	23485
84076	19871
83876	19050
83832	20145
84224	21990
84500	24236
83132	27214
80208	30966
78892	34670
82224	37254
88664	38773
92832	40530
91436	42932
86924	43530
84092	38975
84268	29660
84724	20833
83268	17558
81208	19595
81008	22820
82708	24618
84340	25693
84980	27086
85508	28270
86260	28720
85904	29116
83628	29917
81272	30510
81384	30769
83852	31911
85932	34685
85944	38063
85300	40856
86280	43426
89172	46683
92620	50455
95752	53995
98384	57078
99688	59519
98396	60493
94840	59466
91352	57031
89932	54017
90236	50858
90580	48653
90196	49255
89768	52624
90036	55377
90756	54078
91116	49619
90924	46458
90960	47609
92140	51804
94068	55579
94940	56841
93416	56324
90428	56595
88144	59584
87236	64287
86420	67165
84980	65750
84184	61522
85284	58309
87720	58206
90468	60010
93872	61131
98048	59782
100800	55640
99408	49771
94440	44133
89348	40367
86284	39036
84616	40237
83848	43946
85216	48841
89120	51965
93284	51317
95328	48187
95252	45334
93804	43425
90444	41191
85316	38671
81448	37989
81780	40519
84904	45168
87108	49978
88528	53788
93388	55922
103084	56060
112724	55225
116668	55292
115108	56582
112360	57371
110544	56729
108224	56382
104392	58281
100428	61353
97584	62266
95272	59115
92836	53093
90832	46777
89392	41982
87020	39415
82556	39366
77276	41951
73448	46721
71816	52350
71916	57006
73864	59240
77736	58582
81464	55374
82016	50547
79384	45815
77408	43273
79364	43717
84156	45529
88188	46226
89400	45148
87956	43713
84212	43130
78628	43068
73216	42860
70384	42727
69844	43165
68792	44007
66096	44856
64308	45727
66368	46529
71780	46668
77412	46042
80684	45850
80756	47166
77884	48801
73520	47864
70040	42980
68672	36255
68144	31346
66868	30066
65464	31612
65388	34710
65944	39096
65012	44323
62236	48555
59116	50040
56132	49306
52552	48267
49256	47293
48892	45044
51968	41519
55424	39224
56648	40110
56644	43024
57424	45609
58372	47240
57604	48320
55432	47973
54004	44918
54116	40219
54680	36933
54912	36718
55260	38325
56532	39494
59684	38932
65812	36541
74312	33251
81684	30755
84284	30071
82300	30408
78924	30587
75936	30990
72708	32403
69508	33582
68508	32425
70152	29449
71300	27521
69132	27732
65176	28212
63320	27897
64984	28665
68228	32143
70816	36734
72104	39950
72388	41902
72348	44085
73144	45937
75360	45183
77676	41520
77868	37922
75500	37705
72344	41154
70028	45177
68528	46011
67480	42659
67792	37949
70748	35533
76028	35673
81276	35298
83760	32633
82372	29976
78684	30582
76076	34297
77152	38091
81352	39886
85248	39920
85696	38893
82352	36941
77020	34682
71260	33561
65576	34471
60768	36803
58472	39189
59476	40716
62120	41464
63704	42518
63716	45308
64568	50333
68204	56445
72856	61669
74624	64469
72160	64152
68368	61016
66872	56725
68020	53687
69344	52969
69128	53213
68304	52383
69176	50036
73324	47144
80476	44517
88368	42459
93680	41306
94404	40912
91388	40111
87040	38137
82716	36276
78444	36479
74868	38196
73640	38295
75452	34845
79068	29754
83112	26779
87388	27616
91572	30814
94024	33910
93268	35596
89816	35888
85356	35254
81044	34332
77884	34124
77404	35605
80000	38749
83336	42332
84648	45124
84312	46919
84952	48003
87076	48174
88320	47212
87452	45974
86192	45787
85544	46592
83216	46804
77000	45329
69024	42816
63740	40611
62736	39457
64096	39485
66396	40336
70392	40869
76384	39933
82708	38103
87956	37648
92740	40114
97792	44766
101608	49725
101612	53470
97012	54946
89660	53819
82556	51446
78248	49978
77892	49593
80564	48350
83572	45759
84476	44324
83044	45726
80848	47574
79148	46557
77608	43346
75080	41364
71280	41475
67616	41106
66372	38698
68728	35999
73448	35114
77812	35623
80016	35860
80228	35452
79252	35411
77252	36733
74200	39745
70824	44052
67992	48495
65664	51521
63736	51973
63568	49578
67068	45265
73632	41425
79184	40675
79776	43224
75624	46373
70692	47845
68156	48537
67540	50322
66696	52531
65204	53133
64456	52493
64992	52863
65652	54238
65912	53984
67320	51291
71388	48956
77060	49378
81716	51273
83952	52008
83856	51145
81020	49928
74632	48940
66052	48098
59168	47625
56752	47190
57584	45149
58488	40491
58408	34977
58924	31688
61440	31715
65308	33561
68908	35488
71208	37251
72052	39489
71648	42435
70320	45537
68440	47948
66500	49283
65300	49918
65720	50393
68136	50831
72304	51439
78004	53098
85120	56327
92504	59794
97920	61196
100100	59863
100352	57260
100956	54848
102308	52799
103052	51056
102824	50062
103072	49831
104828	49737
106916	49691
107348	50128
105504	50507
102212	49699
98452	48474
95116	49441
93440	53340
94400	57454
97184	59230
98980	59548
97136	60571
91728	62100
85808	62278
82780	60669
83428	58388
85596	56246
86716	55016
86116	56524
84800	61817
83928	68560
84288	72678
86612	72716
90976	70587
95912	68195
99308	65507
100876	62093
102700	58413
106648	55091
111740	52664
114864	52391
113968	55372
110040	60362
105932	64334
104044	65979
105408	67021
110056	69289
117064	72240
123796	74583
126320	76791
122344	80316
114004	85027
106576	88871
103784	89968
104928	88221
107064	85001
108604	81680
109720	78243
110480	73338
110680	66356
111336	59415
114216	56005
