499.9765,19.0000
499.9956,50.0000
500.0146,51.0000
500.0337,43.0000
500.0527,30.0000
500.0717,2.0000
500.0908,19.0000
500.1099,43.0000
500.1289,21.0000
500.1479,13.0000
500.1670,23.0000
500.1860,10.0000
500.2051,20.0000
500.2242,54.0000
500.2432,21.0000
500.2622,24.0000
500.2813,15.0000
500.3004,28.0000
500.3194,43.0000
500.3384,31.0000
500.3575,72.0000
500.3766,39.0000
500.3956,15.0000
500.4147,20.0000
500.4337,25.0000
500.4528,26.0000
500.4718,32.0000
500.4909,18.0000
500.5099,71.0000
500.5290,35.0000
500.5480,22.0000
500.5671,31.0000
500.5862,23.0000
500.6052,50.0000
500.6243,37.0000
500.6433,13.0000
500.6624,20.0000
500.6815,33.0000
500.7005,45.0000
500.7196,19.0000
500.7386,8.0000
500.7577,44.0000
500.7767,38.0000
500.7958,53.0000
500.8149,36.0000
500.8339,15.0000
500.8530,33.0000
500.8720,13.0000
500.8911,27.0000
500.9102,27.0000
500.9292,12.0000
500.9483,41.0000
500.9674,55.0000
500.9864,20.0000
501.0055,8.0000
501.0246,6.0000
501.0436,29.0000
501.0627,33.0000
501.0818,53.0000
501.1008,74.0000
501.1199,28.0000
501.1390,26.0000
501.1580,30.0000
501.1771,26.0000
501.1962,6.0000
501.2152,9.0000
501.2343,24.0000
501.2534,55.0000
501.2724,14.0000
501.2915,12.0000
501.3106,45.0000
501.3297,81.0000
501.3487,35.0000
501.3678,23.0000
501.3869,23.0000
501.4059,10.0000
501.4250,3.0000
501.4441,15.0000
501.4632,16.0000
501.4822,10.0000
501.5013,27.0000
501.5204,50.0000
501.5395,41.0000
501.5585,32.0000
501.5776,17.0000
501.5967,18.0000
501.6158,43.0000
501.6348,18.0000
501.6539,21.0000
501.6730,40.0000
501.6921,33.0000
501.7112,21.0000
501.7302,58.0000
501.7493,48.0000
501.7684,20.0000
501.7875,19.0000
501.8065,35.0000
501.8256,35.0000
501.8447,42.0000
501.8638,21.0000
501.8829,21.0000
501.9019,38.0000
501.9210,54.0000
501.9401,32.0000
501.9592,18.0000
501.9783,31.0000
501.9974,18.0000
502.0164,34.0000
502.0355,33.0000
502.0546,45.0000
502.0737,48.0000
502.0928,23.0000
502.1119,50.0000
502.1310,52.0000
502.1501,54.0000
502.1691,36.0000
502.1882,15.0000
502.2073,25.0000
502.2264,23.0000
502.2455,35.0000
502.2646,27.0000
502.2837,27.0000
502.3027,10.0000
502.3218,30.0000
502.3409,10.0000
502.3600,35.0000
502.3791,35.0000
502.3982,19.0000
502.4173,4.0000
502.4364,20.0000
502.4555,38.0000
502.4746,23.0000
502.4937,10.0000
502.5128,30.0000
502.5319,29.0000
502.5509,13.0000
502.5700,19.0000
502.5891,33.0000
502.6082,18.0000
502.6273,24.0000
502.6464,34.0000
502.6655,12.0000
502.6846,15.0000
502.7037,18.0000
502.7228,16.0000
502.7419,42.0000
502.7610,51.0000
502.7801,46.0000
502.7992,36.0000
502.8183,23.0000
502.8374,3.0000
502.8565,15.0000
502.8756,34.0000
502.8947,29.0000
502.9138,10.0000
502.9329,31.0000
502.9520,12.0000
502.9711,17.0000
502.9902,25.0000
503.0093,36.0000
503.0284,6.0000
503.0475,16.0000
503.0666,22.0000
503.0857,31.0000
503.1048,19.0000
503.1239,27.0000
503.1430,26.0000
503.1621,13.0000
503.1812,19.0000
503.2003,32.0000
503.2195,56.0000
503.2386,30.0000
503.2577,9.0000
503.2768,8.0000
503.2959,17.0000
503.3150,30.0000
503.3341,34.0000
503.3532,29.0000
503.3723,44.0000
503.3914,41.0000
503.4106,17.0000
503.4297,24.0000
503.4488,43.0000
503.4679,33.0000
503.4870,25.0000
503.5061,47.0000
503.5252,17.0000
503.5443,31.0000
503.5634,38.0000
503.5826,22.0000
503.6017,27.0000
503.6208,23.0000
503.6399,50.0000
503.6590,48.0000
503.6781,31.0000
503.6972,16.0000
503.7164,3.0000
503.7355,12.0000
503.7546,6.0000
503.7737,46.0000
503.7928,36.0000
503.8120,44.0000
503.8311,18.0000
503.8502,19.0000
503.8693,23.0000
503.8884,9.0000
503.9075,6.0000
503.9267,26.0000
503.9458,15.0000
503.9649,33.0000
503.9840,50.0000
504.0031,40.0000
504.0223,40.0000
504.0414,27.0000
504.0605,29.0000
504.0797,21.0000
504.0988,23.0000
504.1179,16.0000
504.1370,10.0000
504.1561,3.0000
504.1753,9.0000
504.1944,17.0000
504.2135,22.0000
504.2326,54.0000
504.2518,30.0000
504.2709,3.0000
504.2900,6.0000
504.3091,1.0000
504.3283,4.0000
504.3474,26.0000
504.3665,35.0000
504.3857,28.0000
504.4048,10.0000
504.4239,10.0000
504.4431,16.0000
504.4622,29.0000
504.4813,27.0000
504.5004,27.0000
504.5196,20.0000
504.5387,10.0000
504.5578,11.0000
504.5770,4.0000
504.5961,11.0000
504.6152,12.0000
504.6344,26.0000
504.6535,21.0000
504.6726,3.0000
504.6918,10.0000
504.7109,25.0000
504.7300,26.0000
504.7492,22.0000
504.7683,18.0000
504.7874,44.0000
504.8066,19.0000
504.8257,11.0000
504.8448,64.0000
504.8640,53.0000
504.8831,24.0000
504.9023,25.0000
504.9214,24.0000
504.9406,20.0000
504.9597,25.0000
504.9788,5.0000
504.9980,28.0000
505.0171,57.0000
505.0363,49.0000
505.0554,49.0000
505.0745,44.0000
505.0937,22.0000
505.1128,29.0000
505.1320,36.0000
505.1511,28.0000
505.1703,20.0000
505.1894,33.0000
505.2086,52.0000
505.2277,39.0000
505.2468,18.0000
505.2660,43.0000
505.2851,11.0000
505.3043,26.0000
505.3234,23.0000
505.3426,17.0000
505.3617,14.0000
505.3809,16.0000
505.4000,33.0000
505.4192,24.0000
505.4383,29.0000
505.4575,34.0000
505.4766,40.0000
505.4958,20.0000
505.5149,42.0000
505.5341,69.0000
505.5532,33.0000
505.5724,31.0000
505.5915,51.0000
505.6107,19.0000
505.6298,23.0000
505.6490,48.0000
505.6681,56.0000
505.6873,46.0000
505.7064,12.0000
505.7256,43.0000
505.7447,34.0000
505.7639,52.0000
505.7831,50.0000
505.8022,44.0000
505.8214,54.0000
505.8405,15.0000
505.8597,20.0000
505.8788,2.0000
505.8980,35.0000
505.9171,29.0000
505.9363,24.0000
505.9554,42.0000
505.9746,16.0000
505.9938,7.0000
506.0129,29.0000
506.0321,20.0000
506.0513,14.0000
506.0704,24.0000
506.0896,20.0000
506.1087,45.0000
506.1279,34.0000
506.1471,38.0000
506.1662,15.0000
506.1854,26.0000
506.2046,26.0000
506.2237,22.0000
506.2429,18.0000
506.2621,9.0000
506.2812,18.0000
506.3004,32.0000
506.3195,18.0000
506.3387,14.0000
506.3579,14.0000
506.3770,19.0000
506.3962,35.0000
506.4154,30.0000
506.4345,32.0000
506.4537,41.0000
506.4729,15.0000
506.4920,3.0000
506.5112,20.0000
506.5304,46.0000
506.5496,31.0000
506.5687,32.0000
506.5879,31.0000
506.6071,19.0000
506.6263,15.0000
506.6454,27.0000
506.6646,36.0000
506.6837,29.0000
506.7029,48.0000
506.7221,45.0000
506.7413,32.0000
506.7604,43.0000
506.7796,46.0000
506.7988,34.0000
506.8180,13.0000
506.8372,3.0000
506.8563,1.0000
506.8755,24.0000
506.8947,26.0000
506.9138,24.0000
506.9330,17.0000
506.9522,19.0000
506.9714,12.0000
506.9906,29.0000
507.0097,21.0000
507.0289,32.0000
507.0481,43.0000
507.0673,20.0000
507.0865,32.0000
507.1057,15.0000
507.1248,10.0000
507.1440,22.0000
507.1632,25.0000
507.1824,19.0000
507.2015,43.0000
507.2207,22.0000
507.2399,25.0000
507.2591,23.0000
507.2783,30.0000
507.2975,35.0000
507.3167,31.0000
507.3358,48.0000
507.3550,18.0000
507.3742,4.0000
507.3934,21.0000
507.4126,22.0000
507.4318,28.0000
507.4510,45.0000
507.4701,25.0000
507.4893,34.0000
507.5085,30.0000
507.5277,26.0000
507.5469,43.0000
507.5661,33.0000
507.5853,27.0000
507.6045,61.0000
507.6237,47.0000
507.6428,14.0000
507.6620,27.0000
507.6812,39.0000
507.7004,22.0000
507.7196,38.0000
507.7388,30.0000
507.7580,31.0000
507.7772,23.0000
507.7964,20.0000
507.8156,29.0000
507.8348,22.0000
507.8539,18.0000
507.8731,17.0000
507.8923,29.0000
507.9115,31.0000
507.9307,18.0000
507.9499,11.0000
507.9691,16.0000
507.9883,16.0000
