0.0000,40.0000,37.0000
0.0000,46.0000,57.0000
0.0000,56.0000,40.0000
0.0000,150.0000,36.0000
1.0000,320.0000,382.0000
1.0000,363.0000,232.0000
2.0000,317.0000,909.0000
2.0000,359.0000,497.0000
3.0000,316.0000,969.0000
3.0000,356.0000,510.0000
4.0000,314.0000,948.0000
4.0000,354.0000,531.0000
5.0000,313.0000,882.0000
5.0000,351.0000,594.0000
6.0000,311.0000,884.0000
6.0000,349.0000,639.0000
7.0000,309.0000,809.0000
7.0000,346.0000,622.0000
8.0000,308.0000,803.0000
8.0000,344.0000,567.0000
9.0000,306.0000,814.0000
9.0000,312.0000,361.0000
9.0000,341.0000,527.0000
10.0000,304.0000,840.0000
10.0000,313.0000,864.0000
10.0000,339.0000,470.0000
11.0000,304.0000,939.0000
11.0000,311.0000,1768.0000
11.0000,337.0000,424.0000
12.0000,303.0000,1028.0000
12.0000,309.0000,2600.0000
13.0000,353.0000,15114.0000
13.0000,308.0000,3188.0000
14.0000,361.0000,54080.0000
14.0000,306.0000,3619.0000
15.0000,304.0000,4129.0000
16.0000,303.0000,4737.0000
17.0000,301.0000,5539.0000
18.0000,299.0000,6485.0000
19.0000,298.0000,7384.0000
20.0000,296.0000,7518.0000
21.0000,295.0000,6911.0000
22.0000,293.0000,6362.0000
23.0000,292.0000,5600.0000
24.0000,290.0000,4926.0000
25.0000,289.0000,3134.0000
26.0000,282.0000,1057.0000
26.0000,398.0000,262.0000
27.0000,281.0000,1032.0000
27.0000,395.0000,378.0000
28.0000,279.0000,1020.0000
28.0000,392.0000,516.0000
29.0000,278.0000,1037.0000
29.0000,389.0000,565.0000
30.0000,277.0000,1028.0000
30.0000,386.0000,571.0000
31.0000,276.0000,1026.0000
31.0000,383.0000,540.0000
32.0000,275.0000,1052.0000
32.0000,381.0000,482.0000
33.0000,274.0000,1035.0000
33.0000,378.0000,438.0000
34.0000,273.0000,1069.0000
34.0000,376.0000,199.0000
35.0000,39.0000,214.0000
35.0000,272.0000,1054.0000
36.0000,35.0000,397.0000
36.0000,35.0000,397.0000
36.0000,270.0000,1019.0000
37.0000,29.0000,361.0000
37.0000,29.0000,361.0000
37.0000,269.0000,1028.0000
38.0000,25.0000,229.0000
38.0000,25.0000,229.0000
38.0000,268.0000,1024.0000
38.0000,383.0000,191.0000
39.0000,57.0000,268.0000
39.0000,267.0000,1046.0000
39.0000,371.0000,207.0000
40.0000,52.0000,574.0000
40.0000,266.0000,1016.0000
41.0000,47.0000,698.0000
41.0000,265.0000,1027.0000
42.0000,41.0000,614.0000
42.0000,41.0000,614.0000
42.0000,264.0000,1014.0000
43.0000,36.0000,504.0000
43.0000,36.0000,504.0000
43.0000,263.0000,1030.0000
44.0000,31.0000,386.0000
43.0000,497.0000,298.0000
44.0000,31.0000,386.0000
44.0000,262.0000,994.0000
44.0000,492.0000,291.0000
44.0000,492.0000,291.0000
45.0000,26.0000,243.0000
45.0000,261.0000,998.0000
45.0000,306.0000,248.0000
46.0000,21.0000,255.0000
46.0000,21.0000,255.0000
46.0000,260.0000,984.0000
46.0000,297.0000,264.0000
47.0000,16.0000,240.0000
47.0000,16.0000,240.0000
47.0000,259.0000,996.0000
47.0000,287.0000,275.0000
48.0000,258.0000,977.0000
48.0000,277.0000,304.0000
49.0000,257.0000,995.0000
49.0000,264.0000,274.0000
49.0000,339.0000,211.0000
50.0000,256.0000,1108.0000
50.0000,337.0000,201.0000
51.0000,265.0000,577.0000
51.0000,255.0000,1024.0000
52.0000,240.0000,336.0000
52.0000,254.0000,962.0000
53.0000,231.0000,332.0000
53.0000,254.0000,958.0000
53.0000,280.0000,553.0000
54.0000,224.0000,343.0000
54.0000,253.0000,939.0000
54.0000,279.0000,1153.0000
55.0000,252.0000,1177.0000
55.0000,278.0000,1927.0000
56.0000,229.0000,705.0000
56.0000,250.0000,1097.0000
56.0000,277.0000,3182.0000
57.0000,250.0000,877.0000
57.0000,275.0000,4761.0000
58.0000,92.0000,910.0000
58.0000,249.0000,899.0000
58.0000,274.0000,7166.0000
59.0000,86.0000,1175.0000
59.0000,273.0000,8822.0000
60.0000,81.0000,1521.0000
60.0000,272.0000,9087.0000
61.0000,75.0000,1843.0000
61.0000,271.0000,7969.0000
62.0000,69.0000,1801.0000
62.0000,270.0000,4709.0000
63.0000,64.0000,1713.0000
63.0000,245.0000,842.0000
63.0000,269.0000,503.0000
64.0000,58.0000,1366.0000
64.0000,146.0000,443.0000
64.0000,245.0000,844.0000
65.0000,53.0000,334.0000
65.0000,140.0000,481.0000
65.0000,202.0000,396.0000
65.0000,244.0000,827.0000
66.0000,133.0000,523.0000
66.0000,243.0000,869.0000
67.0000,126.0000,534.0000
67.0000,242.0000,798.0000
68.0000,118.0000,518.0000
68.0000,241.0000,782.0000
69.0000,112.0000,530.0000
69.0000,241.0000,794.0000
70.0000,106.0000,546.0000
70.0000,240.0000,807.0000
71.0000,100.0000,512.0000
71.0000,239.0000,773.0000
71.0000,291.0000,297.0000
72.0000,94.0000,558.0000
72.0000,239.0000,792.0000
72.0000,295.0000,493.0000
73.0000,88.0000,577.0000
73.0000,238.0000,755.0000
74.0000,15.0000,712.0000
74.0000,15.0000,712.0000
74.0000,82.0000,643.0000
74.0000,200.0000,937.0000
74.0000,237.0000,764.0000
75.0000,11.0000,1218.0000
75.0000,11.0000,1218.0000
75.0000,201.0000,1209.0000
76.0000,7.0000,1723.0000
76.0000,7.0000,1723.0000
76.0000,277.0000,1554.0000
77.0000,3.0000,2242.0000
77.0000,260.0000,6399.0000
78.0000,243.0000,14870.0000
79.0000,225.0000,5132.0000
80.0000,209.0000,2051.0000
81.0000,191.0000,1980.0000
82.0000,175.0000,2250.0000
83.0000,158.0000,2358.0000
84.0000,28.0000,801.0000
84.0000,143.0000,997.0000
85.0000,23.0000,773.0000
85.0000,23.0000,773.0000
85.0000,205.0000,728.0000
85.0000,230.0000,663.0000
86.0000,18.0000,846.0000
86.0000,189.0000,2162.0000
87.0000,177.0000,1396.0000
88.0000,8.0000,912.0000
88.0000,169.0000,1081.0000
89.0000,4.0000,917.0000
89.0000,4.0000,917.0000
89.0000,228.0000,631.0000
89.0000,499.0000,853.0000
89.0000,499.0000,853.0000
90.0000,227.0000,637.0000
90.0000,495.0000,959.0000
91.0000,185.0000,1267.0000
91.0000,490.0000,986.0000
92.0000,169.0000,2302.0000
92.0000,486.0000,1048.0000
93.0000,37.0000,969.0000
93.0000,482.0000,993.0000
94.0000,33.0000,1001.0000
93.0000,482.0000,993.0000
94.0000,33.0000,1001.0000
94.0000,478.0000,1037.0000
95.0000,28.0000,1162.0000
94.0000,478.0000,1037.0000
95.0000,28.0000,1162.0000
95.0000,474.0000,1012.0000
96.0000,23.0000,1017.0000
95.0000,474.0000,1012.0000
96.0000,23.0000,1017.0000
96.0000,470.0000,1095.0000
96.0000,470.0000,1095.0000
97.0000,18.0000,761.0000
97.0000,223.0000,627.0000
97.0000,466.0000,1128.0000
97.0000,466.0000,1128.0000
98.0000,450.0000,1556.0000
98.0000,462.0000,1047.0000
98.0000,462.0000,1047.0000
99.0000,446.0000,4766.0000
99.0000,448.0000,1398.0000
100.0000,442.0000,12559.0000
101.0000,439.0000,31913.0000
