waveform	[0]
t0	12/31/1903  16:00:00.000000
delta t	0.031250

time	Y[0]
12/31/1903  16:00:17.218750	-4.209106E-1
12/31/1903  16:00:17.250000	-4.140576E-1
12/31/1903  16:00:17.281250	-4.230835E-1
12/31/1903  16:00:17.312500	-4.206689E-1
12/31/1903  16:00:17.343750	-4.216113E-1
12/31/1903  16:00:17.375000	-4.214575E-1
12/31/1903  16:00:17.406250	-4.168091E-1
12/31/1903  16:00:17.437500	-4.259106E-1
12/31/1903  16:00:17.468750	-4.235693E-1
12/31/1903  16:00:17.500000	-4.126318E-1
12/31/1903  16:00:17.531250	-4.166797E-1
12/31/1903  16:00:17.562500	-4.020361E-1
12/31/1903  16:00:17.593750	-4.002515E-1
12/31/1903  16:00:17.625000	-4.037524E-1
12/31/1903  16:00:17.656250	-3.961450E-1
12/31/1903  16:00:17.687500	-3.793970E-1
12/31/1903  16:00:17.718750	-3.738428E-1
12/31/1903  16:00:17.750000	-3.750684E-1
12/31/1903  16:00:17.781250	-3.726904E-1
12/31/1903  16:00:17.812500	-3.765698E-1
12/31/1903  16:00:17.843750	-3.722314E-1
12/31/1903  16:00:17.875000	-3.832422E-1
12/31/1903  16:00:17.906250	-3.837329E-1
12/31/1903  16:00:17.937500	-3.828296E-1
12/31/1903  16:00:17.968750	-3.789209E-1
12/31/1903  16:00:18.000000	-3.739722E-1
12/31/1903  16:00:18.031250	-3.735840E-1
12/31/1903  16:00:18.062500	-3.891602E-1
12/31/1903  16:00:18.093750	-3.870435E-1
12/31/1903  16:00:18.125000	-3.918628E-1
12/31/1903  16:00:18.156250	-4.067334E-1
12/31/1903  16:00:18.187500	-4.171338E-1
12/31/1903  16:00:18.218750	-4.155298E-1
12/31/1903  16:00:18.250000	-4.230908E-1
12/31/1903  16:00:18.281250	-4.316919E-1
12/31/1903  16:00:18.312500	-4.375952E-1
12/31/1903  16:00:18.343750	-4.584521E-1
12/31/1903  16:00:18.375000	-4.739648E-1
12/31/1903  16:00:18.406250	-4.672583E-1
12/31/1903  16:00:18.437500	-4.871973E-1
12/31/1903  16:00:18.468750	-5.135229E-1
12/31/1903  16:00:18.500000	-5.058594E-1
12/31/1903  16:00:18.531250	-5.069897E-1
12/31/1903  16:00:18.562500	-5.103345E-1
12/31/1903  16:00:18.593750	-5.039673E-1
12/31/1903  16:00:18.625000	-5.030396E-1
12/31/1903  16:00:18.656250	-4.987842E-1
12/31/1903  16:00:18.687500	-4.609448E-1
12/31/1903  16:00:18.718750	-4.390479E-1
12/31/1903  16:00:18.750000	-4.357422E-1
12/31/1903  16:00:18.781250	-4.118774E-1
12/31/1903  16:00:18.812500	-3.968433E-1
12/31/1903  16:00:18.843750	-3.741162E-1
12/31/1903  16:00:18.875000	-3.300342E-1
12/31/1903  16:00:18.906250	-3.077539E-1
12/31/1903  16:00:18.937500	-2.991992E-1
12/31/1903  16:00:18.968750	-2.715039E-1
12/31/1903  16:00:19.000000	-2.717944E-1
12/31/1903  16:00:19.031250	-2.684644E-1
12/31/1903  16:00:19.062500	-2.482642E-1
12/31/1903  16:00:19.093750	-2.489526E-1
12/31/1903  16:00:19.125000	-2.474463E-1
12/31/1903  16:00:19.156250	-2.248657E-1
12/31/1903  16:00:19.187500	-2.266968E-1
12/31/1903  16:00:19.218750	-2.124146E-1
12/31/1903  16:00:19.250000	-2.013428E-1
12/31/1903  16:00:19.281250	-2.178369E-1
12/31/1903  16:00:19.312500	-2.290918E-1
12/31/1903  16:00:19.343750	-2.054004E-1
12/31/1903  16:00:19.375000	-2.245264E-1
12/31/1903  16:00:19.406250	-2.247632E-1
12/31/1903  16:00:19.437500	-1.987939E-1
12/31/1903  16:00:19.468750	-2.102612E-1
12/31/1903  16:00:19.500000	-2.046704E-1
12/31/1903  16:00:19.531250	-1.854102E-1
12/31/1903  16:00:19.562500	-1.950854E-1
12/31/1903  16:00:19.593750	-1.808081E-1
12/31/1903  16:00:19.625000	-1.624146E-1
12/31/1903  16:00:19.656250	-1.796826E-1
12/31/1903  16:00:19.687500	-1.792017E-1
12/31/1903  16:00:19.718750	-1.682056E-1
12/31/1903  16:00:19.750000	-1.835352E-1
12/31/1903  16:00:19.781250	-1.860815E-1
12/31/1903  16:00:19.812500	-1.809497E-1
12/31/1903  16:00:19.843750	-1.949512E-1
12/31/1903  16:00:19.875000	-1.920605E-1
12/31/1903  16:00:19.906250	-1.838721E-1
12/31/1903  16:00:19.937500	-2.015259E-1
12/31/1903  16:00:19.968750	-2.014941E-1
12/31/1903  16:00:20.000000	-1.961816E-1
12/31/1903  16:00:20.031250	-2.030005E-1
12/31/1903  16:00:20.062500	-1.877441E-1
12/31/1903  16:00:20.093750	-1.842114E-1
12/31/1903  16:00:20.125000	-1.919531E-1
12/31/1903  16:00:20.156250	-1.751123E-1
12/31/1903  16:00:20.187500	-1.638232E-1
12/31/1903  16:00:20.218750	-1.728052E-1
12/31/1903  16:00:20.250000	-1.740601E-1
12/31/1903  16:00:20.281250	-1.662769E-1
12/31/1903  16:00:20.312500	-1.800610E-1
12/31/1903  16:00:20.343750	-1.618213E-1
12/31/1903  16:00:20.375000	-1.476978E-1
12/31/1903  16:00:20.406250	-1.722754E-1
12/31/1903  16:00:20.437500	-1.686035E-1
12/31/1903  16:00:20.468750	-1.722559E-1
12/31/1903  16:00:20.500000	-1.775977E-1
12/31/1903  16:00:20.531250	-1.742993E-1
12/31/1903  16:00:20.562500	-1.931641E-1
12/31/1903  16:00:20.593750	-2.000122E-1
12/31/1903  16:00:20.625000	-2.053540E-1
12/31/1903  16:00:20.656250	-2.114746E-1
12/31/1903  16:00:20.687500	-1.825220E-1
12/31/1903  16:00:20.718750	-1.778589E-1
12/31/1903  16:00:20.750000	-1.774585E-1
12/31/1903  16:00:20.781250	-1.553931E-1
12/31/1903  16:00:20.812500	-1.678076E-1
12/31/1903  16:00:20.843750	-1.788989E-1
12/31/1903  16:00:20.875000	-1.666602E-1
12/31/1903  16:00:20.906250	-1.774561E-1
12/31/1903  16:00:20.937500	-1.906079E-1
12/31/1903  16:00:20.968750	-1.688281E-1
12/31/1903  16:00:21.000000	-1.627661E-1
12/31/1903  16:00:21.031250	-1.541650E-1
12/31/1903  16:00:21.062500	-1.263159E-1
12/31/1903  16:00:21.093750	-1.572925E-1
12/31/1903  16:00:21.125000	-1.803076E-1
12/31/1903  16:00:21.156250	-1.622949E-1
12/31/1903  16:00:21.187500	-1.705664E-1
12/31/1903  16:00:21.218750	-1.803711E-1
12/31/1903  16:00:21.250000	-1.699854E-1
12/31/1903  16:00:21.281250	-1.677612E-1
12/31/1903  16:00:21.312500	-1.649414E-1
12/31/1903  16:00:21.343750	-1.539258E-1
12/31/1903  16:00:21.375000	-1.536401E-1
12/31/1903  16:00:21.406250	-1.402783E-1
12/31/1903  16:00:21.437500	-1.420288E-1
12/31/1903  16:00:21.468750	-1.607739E-1
12/31/1903  16:00:21.500000	-1.574390E-1
12/31/1903  16:00:21.531250	-1.578857E-1
12/31/1903  16:00:21.562500	-1.577222E-1
12/31/1903  16:00:21.593750	-1.388281E-1
12/31/1903  16:00:21.625000	-1.375317E-1
12/31/1903  16:00:21.656250	-1.380371E-1
12/31/1903  16:00:21.687500	-1.198926E-1
12/31/1903  16:00:21.718750	-1.239746E-1
12/31/1903  16:00:21.750000	-1.147876E-1
12/31/1903  16:00:21.781250	-1.225244E-1
12/31/1903  16:00:21.812500	-1.440015E-1
12/31/1903  16:00:21.843750	-1.491187E-1
12/31/1903  16:00:21.875000	-1.587036E-1
12/31/1903  16:00:21.906250	-1.668164E-1
12/31/1903  16:00:21.937500	-1.582617E-1
12/31/1903  16:00:21.968750	-1.484985E-1
12/31/1903  16:00:22.000000	-1.437085E-1
12/31/1903  16:00:22.031250	-1.383960E-1
12/31/1903  16:00:22.062500	-1.532568E-1
12/31/1903  16:00:22.093750	-1.518188E-1
12/31/1903  16:00:22.125000	-1.368359E-1
12/31/1903  16:00:22.156250	-1.349561E-1
12/31/1903  16:00:22.187500	-1.172925E-1
12/31/1903  16:00:22.218750	-1.222070E-1
12/31/1903  16:00:22.250000	-1.473901E-1
12/31/1903  16:00:22.281250	-1.389258E-1
12/31/1903  16:00:22.312500	-1.427368E-1
12/31/1903  16:00:22.343750	-1.660400E-1
12/31/1903  16:00:22.375000	-1.618921E-1
12/31/1903  16:00:22.406250	-1.511475E-1
12/31/1903  16:00:22.437500	-1.550293E-1
12/31/1903  16:00:22.468750	-1.428882E-1
12/31/1903  16:00:22.500000	-1.317310E-1
12/31/1903  16:00:22.531250	-1.431592E-1
12/31/1903  16:00:22.562500	-1.470313E-1
12/31/1903  16:00:22.593750	-1.351929E-1
12/31/1903  16:00:22.625000	-1.345776E-1
12/31/1903  16:00:22.656250	-1.478564E-1
12/31/1903  16:00:22.687500	-1.444043E-1
12/31/1903  16:00:22.718750	-1.414990E-1
12/31/1903  16:00:22.750000	-1.469312E-1
12/31/1903  16:00:22.781250	-1.506543E-1
12/31/1903  16:00:22.812500	-1.439087E-1
12/31/1903  16:00:22.843750	-1.384619E-1
12/31/1903  16:00:22.875000	-1.338940E-1
12/31/1903  16:00:22.906250	-1.221973E-1
12/31/1903  16:00:22.937500	-1.125562E-1
12/31/1903  16:00:22.968750	-9.703369E-2
12/31/1903  16:00:23.000000	-1.089722E-1
12/31/1903  16:00:23.031250	-1.186328E-1
12/31/1903  16:00:23.062500	-1.105908E-1
12/31/1903  16:00:23.093750	-1.326587E-1
12/31/1903  16:00:23.125000	-1.257690E-1
12/31/1903  16:00:23.156250	-9.728760E-2
12/31/1903  16:00:23.187500	-1.105078E-1
12/31/1903  16:00:23.218750	-1.288428E-1
12/31/1903  16:00:23.250000	-1.276831E-1
12/31/1903  16:00:23.281250	-1.302539E-1
12/31/1903  16:00:23.312500	-1.352319E-1
12/31/1903  16:00:23.343750	-1.273608E-1
12/31/1903  16:00:23.375000	-1.240381E-1
12/31/1903  16:00:23.406250	-1.275659E-1
12/31/1903  16:00:23.437500	-1.151147E-1
12/31/1903  16:00:23.468750	-1.056396E-1
12/31/1903  16:00:23.500000	-1.188037E-1
12/31/1903  16:00:23.531250	-1.103052E-1
12/31/1903  16:00:23.562500	-1.142896E-1
12/31/1903  16:00:23.593750	-1.173877E-1
12/31/1903  16:00:23.625000	-1.017139E-1
12/31/1903  16:00:23.656250	-1.128418E-1
12/31/1903  16:00:23.687500	-1.045825E-1
12/31/1903  16:00:23.718750	-1.020581E-1
12/31/1903  16:00:23.750000	-1.186890E-1
12/31/1903  16:00:23.781250	-1.090161E-1
12/31/1903  16:00:23.812500	-9.902832E-2
12/31/1903  16:00:23.843750	-1.154810E-1
12/31/1903  16:00:23.875000	-1.144458E-1
12/31/1903  16:00:23.906250	-1.028174E-1
12/31/1903  16:00:23.937500	-1.125122E-1
12/31/1903  16:00:23.968750	-1.086108E-1
12/31/1903  16:00:24.000000	-1.027344E-1
12/31/1903  16:00:24.031250	-1.176636E-1
12/31/1903  16:00:24.062500	-1.134814E-1
12/31/1903  16:00:24.093750	-1.051538E-1
12/31/1903  16:00:24.125000	-1.170068E-1
12/31/1903  16:00:24.156250	-1.180054E-1
12/31/1903  16:00:24.187500	-1.123145E-1
12/31/1903  16:00:24.218750	-1.150928E-1
12/31/1903  16:00:24.250000	-1.102148E-1
12/31/1903  16:00:24.281250	-1.007031E-1
12/31/1903  16:00:24.312500	-1.156689E-1
12/31/1903  16:00:24.343750	-1.162720E-1
12/31/1903  16:00:24.375000	-1.232471E-1
12/31/1903  16:00:24.406250	-1.202881E-1
12/31/1903  16:00:24.437500	-1.004077E-1
12/31/1903  16:00:24.468750	-9.097168E-2
12/31/1903  16:00:24.500000	-9.631104E-2
12/31/1903  16:00:24.531250	-9.562744E-2
12/31/1903  16:00:24.562500	-9.889893E-2
12/31/1903  16:00:24.593750	-1.010303E-1
12/31/1903  16:00:24.625000	-9.518311E-2
12/31/1903  16:00:24.656250	-1.066968E-1
12/31/1903  16:00:24.687500	-1.108667E-1
12/31/1903  16:00:24.718750	-1.005444E-1
12/31/1903  16:00:24.750000	-1.074219E-1
12/31/1903  16:00:24.781250	-1.040894E-1
12/31/1903  16:00:24.812500	-9.564209E-2
12/31/1903  16:00:24.843750	-1.145215E-1
12/31/1903  16:00:24.875000	-9.088135E-2
12/31/1903  16:00:24.906250	-8.386963E-2
12/31/1903  16:00:24.937500	-9.649170E-2
12/31/1903  16:00:24.968750	-9.343750E-2
12/31/1903  16:00:25.000000	-9.860596E-2
12/31/1903  16:00:25.031250	-1.093677E-1
12/31/1903  16:00:25.062500	-9.895264E-2
12/31/1903  16:00:25.093750	-1.097168E-1
12/31/1903  16:00:25.125000	-1.164648E-1
12/31/1903  16:00:25.156250	-1.007983E-1
12/31/1903  16:00:25.187500	-1.212988E-1
12/31/1903  16:00:25.218750	-1.136816E-1
12/31/1903  16:00:25.250000	-8.631348E-2
12/31/1903  16:00:25.281250	-9.427979E-2
12/31/1903  16:00:25.312500	-1.104419E-1
12/31/1903  16:00:25.343750	-1.015161E-1
12/31/1903  16:00:25.375000	-1.089551E-1
12/31/1903  16:00:25.406250	-1.082422E-1
12/31/1903  16:00:25.437500	-1.043506E-1
12/31/1903  16:00:25.468750	-1.177075E-1
12/31/1903  16:00:25.500000	-1.078589E-1
12/31/1903  16:00:25.531250	-9.083008E-2
12/31/1903  16:00:25.562500	-1.020166E-1
12/31/1903  16:00:25.593750	-9.348877E-2
12/31/1903  16:00:25.625000	-8.558838E-2
12/31/1903  16:00:25.656250	-1.009912E-1
12/31/1903  16:00:25.687500	-9.562012E-2
12/31/1903  16:00:25.718750	-1.020654E-1
12/31/1903  16:00:25.750000	-1.221997E-1
12/31/1903  16:00:25.781250	-1.164575E-1
12/31/1903  16:00:25.812500	-1.179517E-1
12/31/1903  16:00:25.843750	-1.244409E-1
12/31/1903  16:00:25.875000	-1.181616E-1
12/31/1903  16:00:25.906250	-1.211768E-1
12/31/1903  16:00:25.937500	-1.114819E-1
12/31/1903  16:00:25.968750	-9.669434E-2
12/31/1903  16:00:26.000000	-1.018652E-1
12/31/1903  16:00:26.031250	-1.039819E-1
12/31/1903  16:00:26.062500	-1.039648E-1
12/31/1903  16:00:26.093750	-1.037378E-1
12/31/1903  16:00:26.125000	-9.489014E-2
12/31/1903  16:00:26.156250	-1.018042E-1
12/31/1903  16:00:26.187500	-1.108252E-1
12/31/1903  16:00:26.218750	-1.048242E-1
12/31/1903  16:00:26.250000	-9.764160E-2
12/31/1903  16:00:26.281250	-1.081030E-1
12/31/1903  16:00:26.312500	-1.108691E-1
12/31/1903  16:00:26.343750	-1.148901E-1
12/31/1903  16:00:26.375000	-1.043311E-1
12/31/1903  16:00:26.406250	-9.445557E-2
12/31/1903  16:00:26.437500	-1.020166E-1
12/31/1903  16:00:26.468750	-1.073657E-1
12/31/1903  16:00:26.500000	-1.068750E-1
12/31/1903  16:00:26.531250	-1.136548E-1
12/31/1903  16:00:26.562500	-1.104956E-1
12/31/1903  16:00:26.593750	-9.661377E-2
12/31/1903  16:00:26.625000	-8.745850E-2
12/31/1903  16:00:26.656250	-8.207031E-2
12/31/1903  16:00:26.687500	-7.887207E-2
12/31/1903  16:00:26.718750	-8.572998E-2
12/31/1903  16:00:26.750000	-1.002783E-1
12/31/1903  16:00:26.781250	-9.855957E-2
12/31/1903  16:00:26.812500	-1.055249E-1
12/31/1903  16:00:26.843750	-1.203394E-1
12/31/1903  16:00:26.875000	-1.219263E-1
12/31/1903  16:00:26.906250	-1.180981E-1
12/31/1903  16:00:26.937500	-1.156226E-1
12/31/1903  16:00:26.968750	-1.016260E-1
12/31/1903  16:00:27.000000	-1.046973E-1
12/31/1903  16:00:27.031250	-1.111670E-1
12/31/1903  16:00:27.062500	-9.824707E-2
12/31/1903  16:00:27.093750	-8.986816E-2
12/31/1903  16:00:27.125000	-9.988525E-2
12/31/1903  16:00:27.156250	-1.002905E-1
12/31/1903  16:00:27.187500	-9.769531E-2
12/31/1903  16:00:27.218750	-1.118994E-1
12/31/1903  16:00:27.250000	-1.046826E-1
12/31/1903  16:00:27.281250	-1.107080E-1
12/31/1903  16:00:27.312500	-1.128198E-1
12/31/1903  16:00:27.343750	-8.626465E-2
12/31/1903  16:00:27.375000	-8.480225E-2
12/31/1903  16:00:27.406250	-9.631592E-2
12/31/1903  16:00:27.437500	-8.005859E-2
12/31/1903  16:00:27.468750	-8.191650E-2
12/31/1903  16:00:27.500000	-8.584229E-2
12/31/1903  16:00:27.531250	-5.952881E-2
12/31/1903  16:00:27.562500	-6.517090E-2
12/31/1903  16:00:27.593750	-9.629150E-2
12/31/1903  16:00:27.625000	-1.029687E-1
12/31/1903  16:00:27.656250	-1.166309E-1
12/31/1903  16:00:27.687500	-1.196167E-1
12/31/1903  16:00:27.718750	-1.022607E-1
12/31/1903  16:00:27.750000	-1.143945E-1
12/31/1903  16:00:27.781250	-1.289160E-1
12/31/1903  16:00:27.812500	-1.043213E-1
12/31/1903  16:00:27.843750	-1.108789E-1
12/31/1903  16:00:27.875000	-1.107764E-1
12/31/1903  16:00:27.906250	-9.203125E-2
12/31/1903  16:00:27.937500	-9.721191E-2
12/31/1903  16:00:27.968750	-9.832031E-2
12/31/1903  16:00:28.000000	-7.937988E-2
12/31/1903  16:00:28.031250	-8.741211E-2
12/31/1903  16:00:28.062500	-7.491943E-2
12/31/1903  16:00:28.093750	-6.580811E-2
12/31/1903  16:00:28.125000	-7.669922E-2
12/31/1903  16:00:28.156250	-7.783447E-2
12/31/1903  16:00:28.187500	-7.807861E-2
12/31/1903  16:00:28.218750	-8.485596E-2
12/31/1903  16:00:28.250000	-8.842041E-2
12/31/1903  16:00:28.281250	-9.519043E-2
12/31/1903  16:00:28.312500	-1.104175E-1
12/31/1903  16:00:28.343750	-1.187280E-1
12/31/1903  16:00:28.375000	-1.062866E-1
12/31/1903  16:00:28.406250	-9.652588E-2
12/31/1903  16:00:28.437500	-9.450684E-2
12/31/1903  16:00:28.468750	-9.278076E-2
12/31/1903  16:00:28.500000	-9.660889E-2
12/31/1903  16:00:28.531250	-9.140869E-2
12/31/1903  16:00:28.562500	-9.470703E-2
12/31/1903  16:00:28.593750	-9.658936E-2
12/31/1903  16:00:28.625000	-7.888672E-2
12/31/1903  16:00:28.656250	-8.003906E-2
12/31/1903  16:00:28.687500	-1.059668E-1
12/31/1903  16:00:28.718750	-1.033862E-1
12/31/1903  16:00:28.750000	-8.949463E-2
12/31/1903  16:00:28.781250	-9.426025E-2
12/31/1903  16:00:28.812500	-7.505371E-2
12/31/1903  16:00:28.843750	-7.784668E-2
12/31/1903  16:00:28.875000	-9.176025E-2
12/31/1903  16:00:28.906250	-8.336182E-2
12/31/1903  16:00:28.937500	-8.753174E-2
12/31/1903  16:00:28.968750	-8.758789E-2
12/31/1903  16:00:29.000000	-8.015625E-2
12/31/1903  16:00:29.031250	-9.084717E-2
12/31/1903  16:00:29.062500	-9.118164E-2
12/31/1903  16:00:29.093750	-8.246338E-2
12/31/1903  16:00:29.125000	-9.484375E-2
12/31/1903  16:00:29.156250	-8.913818E-2
12/31/1903  16:00:29.187500	-8.489502E-2
12/31/1903  16:00:29.218750	-1.000293E-1
12/31/1903  16:00:29.250000	-7.992188E-2
12/31/1903  16:00:29.281250	-7.056885E-2
12/31/1903  16:00:29.312500	-9.266113E-2
12/31/1903  16:00:29.343750	-8.737305E-2
12/31/1903  16:00:29.375000	-8.534912E-2
12/31/1903  16:00:29.406250	-1.037891E-1
12/31/1903  16:00:29.437500	-9.269531E-2
12/31/1903  16:00:29.468750	-9.930664E-2
12/31/1903  16:00:29.500000	-1.229321E-1
12/31/1903  16:00:29.531250	-1.048584E-1
12/31/1903  16:00:29.562500	-9.614258E-2
12/31/1903  16:00:29.593750	-9.790283E-2
12/31/1903  16:00:29.625000	-7.641113E-2
12/31/1903  16:00:29.656250	-7.761963E-2
12/31/1903  16:00:29.687500	-8.869629E-2
12/31/1903  16:00:29.718750	-8.091309E-2
12/31/1903  16:00:29.750000	-7.759521E-2
12/31/1903  16:00:29.781250	-7.519531E-2
12/31/1903  16:00:29.812500	-6.551758E-2
12/31/1903  16:00:29.843750	-6.656006E-2
12/31/1903  16:00:29.875000	-6.946045E-2
12/31/1903  16:00:29.906250	-7.133789E-2
12/31/1903  16:00:29.937500	-8.472900E-2
12/31/1903  16:00:29.968750	-9.043457E-2
12/31/1903  16:00:30.000000	-9.708740E-2
12/31/1903  16:00:30.031250	-1.030640E-1
12/31/1903  16:00:30.062500	-1.056641E-1
12/31/1903  16:00:30.093750	-1.075439E-1
12/31/1903  16:00:30.125000	-9.920410E-2
12/31/1903  16:00:30.156250	-1.030981E-1
12/31/1903  16:00:30.187500	-1.122705E-1
12/31/1903  16:00:30.218750	-1.070093E-1
12/31/1903  16:00:30.250000	-9.862549E-2
12/31/1903  16:00:30.281250	-9.466064E-2
12/31/1903  16:00:30.312500	-8.324707E-2
12/31/1903  16:00:30.343750	-7.213135E-2
12/31/1903  16:00:30.375000	-7.037109E-2
12/31/1903  16:00:30.406250	-5.831543E-2
12/31/1903  16:00:30.437500	-5.469238E-2
12/31/1903  16:00:30.468750	-7.232666E-2
12/31/1903  16:00:30.500000	-7.745117E-2
12/31/1903  16:00:30.531250	-9.030518E-2
12/31/1903  16:00:30.562500	-9.333740E-2
12/31/1903  16:00:30.593750	-8.981934E-2
12/31/1903  16:00:30.625000	-9.443848E-2
12/31/1903  16:00:30.656250	-9.824951E-2
12/31/1903  16:00:30.687500	-9.103516E-2
12/31/1903  16:00:30.718750	-8.773926E-2
12/31/1903  16:00:30.750000	-8.997803E-2
12/31/1903  16:00:30.781250	-9.172607E-2
12/31/1903  16:00:30.812500	-8.711426E-2
12/31/1903  16:00:30.843750	-9.796143E-2
12/31/1903  16:00:30.875000	-8.967285E-2
12/31/1903  16:00:30.906250	-7.967285E-2
12/31/1903  16:00:30.937500	-9.025146E-2
12/31/1903  16:00:30.968750	-8.633545E-2
12/31/1903  16:00:31.000000	-9.383301E-2
12/31/1903  16:00:31.031250	-1.030249E-1
12/31/1903  16:00:31.062500	-9.302979E-2
12/31/1903  16:00:31.093750	-8.996582E-2
12/31/1903  16:00:31.125000	-9.541016E-2
12/31/1903  16:00:31.156250	-9.929443E-2
12/31/1903  16:00:31.187500	-1.060571E-1
12/31/1903  16:00:31.218750	-1.287085E-1
